AccidentId,Direction,PassengerNumber,FixedObstacle,MobileObstacle,ImpactPoint,Maneuver
201800018322,Decreasing,0,,Vehicle,Front,SwerveToLeft
201800018322,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018323,Increasing,0,SideWalkEdge,,RightFront,NoDirectionChange
201800018324,Increasing,0,MetallicBarrier,,RightSide,NoDirectionChange
201800018325,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018325,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018326,Increasing,0,SideWalkEdge,,Multiple,NoDirectionChange
201800018327,Decreasing,0,,Vehicle,LeftFront,PassLeft
201800018327,Increasing,0,,,LeftFront,TurnToLeft
201800018328,Decreasing,0,,Vehicle,LeftSide,CrossLane
201800018328,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018329,Decreasing,0,,Vehicle,Front,SwerveToLeft
201800018329,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018330,Decreasing,0,,Vehicle,RightBack,SwerveToLeft
201800018330,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018331,Increasing,0,,Vehicle,RightFront,TurnToLeft
201800018331,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018333,Increasing,0,DitchTalusOrRockyWall,,LeftSide,SwerveToLeft
201800018334,Increasing,0,,Vehicle,Front,SwerveToLeft
201800018334,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018335,Increasing,0,,,LeftSide,SwerveToRight
201800018336,Increasing,0,Tree,,Multiple,PassLeft
201800018337,Decreasing,0,,Vehicle,LeftFront,ChangeToLeftLane
201800018337,Increasing,0,DitchTalusOrRockyWall,Vehicle,LeftFront,NoDirectionChange
201800018338,Increasing,0,,,Front,NoDirectionChange
201800018339,Increasing,0,Tree,,Front,NoDirectionChange
201800018340,Increasing,0,,Vehicle,Front,UTurnInLane
201800018340,Increasing,0,,Vehicle,RightFront,PassLeft
201800018341,Increasing,0,TrafficSignOrEmergencyBox,,LeftSide,SwerveToLeft
201800018342,Decreasing,0,Post,,Multiple,NoDirectionChange
201800018343,Decreasing,0,DitchTalusOrRockyWall,,Multiple,NoDirectionChange
201800018344,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018344,Unknown,0,,,LeftBack,Insertion
201800018345,Unknown,0,Tree,,Multiple,NoDirectionChange
201800018346,Unknown,0,,DomesticAnimal,Front,NoDirectionChange
201800018347,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018347,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018348,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018348,Decreasing,0,,Vehicle,LeftSide,NoDirectionChange
201800018349,Increasing,0,,Vehicle,LeftFront,SwerveToLeft
201800018349,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018350,Decreasing,0,BuildingWallOrPier,Vehicle,Front,NoDirectionChange
201800018350,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018351,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018351,Unknown,0,,Vehicle,LeftBack,TurnToLeft
201800018352,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018352,Unknown,0,,Other,Front,NoDirectionChange
201800018354,Increasing,0,Tree,,Front,NoDirectionChange
201800018355,Unknown,0,,Vehicle,LeftSide,NoDirectionChange
201800018355,Decreasing,0,,Vehicle,RightSide,NoDirectionChange
201800018356,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800018356,Increasing,0,,Vehicle,Back,SameDirectionOrLane
201800018357,Increasing,0,Tree,,LeftFront,SwerveToLeft
201800018358,Decreasing,0,Tree,,RightFront,SwerveToRight
201800018359,Unknown,0,,Vehicle,RightFront,CrossLane
201800018359,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018359,Unknown,0,,Other,Front,Stopped
201800018360,Unknown,0,DitchTalusOrRockyWall,,Front,NoDirectionChange
201800018362,Unknown,0,,Pedestrian,,NoDirectionChange
201800018363,Decreasing,0,BuildingWallOrPier,Vehicle,LeftFront,NoDirectionChange
201800018363,Unknown,0,BuildingWallOrPier,Vehicle,RightFront,NoDirectionChange
201800018364,Increasing,0,,Vehicle,Front,BetweenLanes
201800018364,Decreasing,0,,Vehicle,LeftBack,Avoidance
201800018367,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018368,Unknown,0,StreetFurniture,,Front,NoDirectionChange
201800018369,Decreasing,0,,Vehicle,,SameDirectionOrLane
201800018369,Decreasing,0,,,LeftBack,SameDirectionOrLane
201800018369,Decreasing,0,,,Back,TurnToRight
201800018370,Increasing,0,ExitLaneWithoutObstacle,,RightSide,SwerveToRight
201800018372,Increasing,0,,Vehicle,LeftFront,SwerveToLeft
201800018372,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018373,Unknown,0,,Vehicle,LeftFront,
201800018373,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018374,Increasing,0,BuildingWallOrPier,Vehicle,Front,NoDirectionChange
201800018374,Increasing,0,,Vehicle,Back,NoDirectionChange
201800018375,Unknown,0,DitchTalusOrRockyWall,,Front,TurnToRight
201800018376,Decreasing,0,DitchTalusOrRockyWall,,RightFront,NoDirectionChange
201800018377,Unknown,0,,Vehicle,LeftFront,TurnToLeft
201800018377,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018378,Unknown,0,DitchTalusOrRockyWall,,Front,NoDirectionChange
201800018379,Increasing,0,,Vehicle,LeftSide,NoDirectionChange
201800018379,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018380,Unknown,0,BuildingWallOrPier,,Front,NoDirectionChange
201800018381,Decreasing,0,DitchTalusOrRockyWall,,Front,SameDirectionOrLane
201800018382,Decreasing,0,,,Multiple,NoDirectionChange
201800018384,Increasing,0,DitchTalusOrRockyWall,,Multiple,NoDirectionChange
201800018385,Unknown,0,,Vehicle,RightFront,TurnToLeft
201800018385,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018386,Unknown,0,DitchTalusOrRockyWall,,Front,NoDirectionChange
201800018387,Unknown,0,,Vehicle,LeftFront,TurnToRight
201800018387,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018388,Increasing,0,,Vehicle,LeftFront,SwerveToLeft
201800018388,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018390,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018390,Increasing,0,,Vehicle,LeftSide,TurnToLeft
201800018391,Increasing,0,Post,,,NoDirectionChange
201800018393,Unknown,0,,,,TurnToLeft
201800018393,Increasing,0,SideWalkEdge,,Front,NoDirectionChange
201800018394,Decreasing,0,,,RightFront,NoDirectionChange
201800018395,Decreasing,0,,Vehicle,LeftSide,CrossLane
201800018395,Increasing,0,,Vehicle,Front,
201800018396,Increasing,0,TrafficSignOrEmergencyBox,Vehicle,RightBack,CrossLane
201800018396,Decreasing,0,,Vehicle,Front,
201800018397,Decreasing,0,DitchTalusOrRockyWall,,LeftFront,NoDirectionChange
201800018399,Unknown,0,,Vehicle,Front,CrossLane
201800018399,Unknown,0,,Vehicle,RightSide,NoDirectionChange
201800018401,Unknown,0,,Vehicle,RightFront,TurnToLeft
201800018401,Unknown,0,,Vehicle,RightSide,NoDirectionChange
201800018402,Increasing,0,BuildingWallOrPier,,Front,NoDirectionChange
201800018403,Decreasing,0,,Vehicle,LeftFront,SwerveToLeft
201800018403,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018404,Unknown,0,,Vehicle,LeftFront,Park
201800018404,Unknown,0,,,LeftSide,NoDirectionChange
201800018405,Increasing,0,,Vehicle,LeftFront,
201800018405,Decreasing,0,,Vehicle,LeftFront,
201800018406,Decreasing,0,Tree,,Front,SwerveToRight
201800018407,Increasing,0,,,,NoDirectionChange
201800018408,Decreasing,0,,Vehicle,LeftSide,NoDirectionChange
201800018408,Decreasing,0,,Vehicle,RightSide,TurnToLeft
201800018409,Decreasing,0,,Pedestrian,Back,NoDirectionChange
201800018409,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018410,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018410,Increasing,0,,Vehicle,Front,SwerveToLeft
201800018411,Increasing,0,,Vehicle,RightFront,SwerveToLeft
201800018411,Decreasing,0,,Vehicle,RightFront,NoDirectionChange
201800018412,Increasing,0,DitchTalusOrRockyWall,,Front,NoDirectionChange
201800018413,Decreasing,0,Tree,,RightFront,SwerveToLeft
201800018414,Unknown,0,,Pedestrian,RightFront,NoDirectionChange
201800018415,Unknown,0,,,,NoDirectionChange
201800018416,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018416,Unknown,0,,Vehicle,LeftSide,CrossLane
201800018417,Decreasing,0,,Vehicle,Front,SwerveToLeft
201800018417,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018418,Decreasing,0,,Vehicle,RightSide,SwerveToLeft
201800018418,Increasing,0,DitchTalusOrRockyWall,Vehicle,Front,NoDirectionChange
201800018419,Increasing,0,,Other,Front,SameDirectionOrLane
201800018420,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018420,Increasing,0,,Vehicle,Front,PassLeft
201800018421,Unknown,0,,Vehicle,RightBack,SwerveToLeft
201800018421,Unknown,0,,Other,Front,NoDirectionChange
201800018422,Unknown,0,,Vehicle,LeftFront,SwerveToRight
201800018422,Unknown,0,,Vehicle,,
201800018423,Decreasing,0,DitchTalusOrRockyWall,,,
201800018424,Unknown,0,,,,NoDirectionChange
201800018425,Increasing,0,TrafficIslandRefugeOrMilestone,,Front,NoDirectionChange
201800018426,Increasing,0,,Vehicle,LeftFront,WrongWay
201800018426,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018427,Decreasing,0,,Vehicle,Front,PassLeft
201800018427,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018429,Increasing,0,BuildingWallOrPier,,RightFront,NoDirectionChange
201800018430,Decreasing,0,Tree,,RightFront,SwerveToLeft
201800018431,Decreasing,0,DitchTalusOrRockyWall,,LeftBack,NoDirectionChange
201800018431,Decreasing,0,,Vehicle,Front,SameDirectionOrLane
201800018432,Decreasing,0,,,Front,NoDirectionChange
201800018434,Increasing,0,,Pedestrian,LeftFront,NoDirectionChange
201800018436,Unknown,0,,Pedestrian,LeftBack,Reverse
201800018437,Increasing,0,,Vehicle,Front,SwerveToLeft
201800018437,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018438,Decreasing,0,,Vehicle,Front,PassLeft
201800018438,Increasing,0,,Vehicle,LeftFront,Avoidance
201800018439,Decreasing,0,ConcreteBarrier,,Front,SwerveToLeft
201800018440,Decreasing,0,,Vehicle,LeftFront,SwerveToLeft
201800018440,Increasing,0,,Vehicle,LeftFront,Avoidance
201800018441,Increasing,0,,Vehicle,LeftSide,
201800018441,Increasing,0,,Vehicle,LeftSide,NoDirectionChange
201800018441,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018441,Decreasing,0,,Vehicle,Front,SwerveToLeft
201800018442,Unknown,0,DitchTalusOrRockyWall,,Front,SwerveToLeft
201800018443,Decreasing,0,,,Front,SameDirectionOrLane
201800018444,Decreasing,0,,Vehicle,RightSide,NoDirectionChange
201800018444,Increasing,0,,Vehicle,RightFront,WrongWay
201800018445,Decreasing,0,,Other,Front,TurnToLeft
201800018445,Increasing,0,,Vehicle,RightSide,NoDirectionChange
201800018446,Increasing,0,DitchTalusOrRockyWall,,RightFront,NoDirectionChange
201800018447,Increasing,0,Post,,LeftSide,NoDirectionChange
201800018448,Decreasing,0,,Vehicle,LeftSide,NoDirectionChange
201800018448,Increasing,0,,Vehicle,RightSide,NoDirectionChange
201800018449,Increasing,0,,Vehicle,LeftSide,SwerveToLeft
201800018449,Decreasing,0,,,LeftBack,NoDirectionChange
201800018450,Increasing,0,OtherBarrier,,Front,NoDirectionChange
201800018451,Increasing,0,,,,
201800018452,Increasing,0,MetallicBarrier,,,NoDirectionChange
201800018453,Increasing,0,MetallicBarrier,,Front,NoDirectionChange
201800018455,Decreasing,0,,,Multiple,NoDirectionChange
201800018457,Increasing,0,,Vehicle,RightFront,PassLeft
201800018457,Increasing,0,,Other,LeftFront,TurnToLeft
201800018459,Unknown,0,,Vehicle,LeftFront,TurnToLeft
201800018459,Increasing,0,,Vehicle,RightSide,NoDirectionChange
201800018460,Decreasing,0,DitchTalusOrRockyWall,,RightFront,NoDirectionChange
201800018461,Decreasing,0,,Vehicle,Front,WrongWay
201800018461,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018463,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018463,Decreasing,0,,Vehicle,LeftSide,NoDirectionChange
201800018463,Decreasing,0,,Vehicle,Multiple,NoDirectionChange
201800018463,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018463,Decreasing,0,,Vehicle,Multiple,PassLeft
201800018463,Decreasing,0,,Vehicle,Back,PassLeft
201800018463,Decreasing,0,,Vehicle,LeftBack,NoDirectionChange
201800018464,Increasing,0,,Vehicle,LeftSide,WrongWay
201800018464,Decreasing,0,,Vehicle,Front,Avoidance
201800018465,Increasing,0,,Vehicle,LeftSide,Insertion
201800018465,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018466,Unknown,0,,Vehicle,LeftFront,TurnToLeft
201800018466,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018468,Unknown,0,,Vehicle,Front,SwerveToLeft
201800018468,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018469,Increasing,0,TrafficSignOrEmergencyBox,,LeftFront,NoDirectionChange
201800018469,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018470,Unknown,0,,Vehicle,LeftFront,NoDirectionChange
201800018471,Increasing,0,,Vehicle,RightBack,TurnToLeft
201800018471,Increasing,0,,Vehicle,RightSide,NoDirectionChange
201800018472,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018472,Unknown,0,,Vehicle,LeftFront,NoDirectionChange
201800018473,Increasing,0,SideWalkEdge,,,NoDirectionChange
201800018475,Decreasing,0,,Vehicle,RightFront,PassLeft
201800018475,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800018476,Decreasing,0,,Other,LeftFront,NoDirectionChange
201800018476,Unknown,0,,Vehicle,,CrossLane
201800018477,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018477,Unknown,0,,Vehicle,RightSide,NoDirectionChange
201800018478,Increasing,0,,Vehicle,LeftFront,WrongWay
201800018478,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018480,Increasing,0,BuildingWallOrPier,,Front,
201800018481,Unknown,0,BuildingWallOrPier,Pedestrian,Front,CrossStrip
201800018482,Increasing,0,,Vehicle,RightSide,Park
201800018482,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018483,Decreasing,0,,Vehicle,LeftFront,TurnToLeft
201800018483,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018483,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018484,Decreasing,0,,Pedestrian,RightFront,TurnToRight
201800018485,Decreasing,0,,Vehicle,Front,SwerveToLeft
201800018485,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018486,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018486,Decreasing,0,,Vehicle,RightSide,SwerveToLeft
201800018487,Increasing,0,,Vehicle,RightFront,PassLeft
201800018487,Increasing,0,,Vehicle,LeftSide,TurnToLeft
201800018489,Increasing,0,,Vehicle,LeftFront,
201800018489,Decreasing,0,,Vehicle,Front,SwerveToLeft
201800018490,Increasing,0,,Pedestrian,Front,NoDirectionChange
201800018491,Increasing,0,,,RightFront,TurnToLeft
201800018491,Increasing,0,,Vehicle,Front,PassLeft
201800018492,Decreasing,0,OtherBarrier,,RightSide,NoDirectionChange
201800018493,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018493,Unknown,0,,Vehicle,LeftFront,Insertion
201800018494,Increasing,0,DitchTalusOrRockyWall,,Front,NoDirectionChange
201800018495,Decreasing,0,,Vehicle,Front,SameDirectionOrLane
201800018495,Decreasing,0,,,LeftSide,SameDirectionOrLane
201800018497,Decreasing,0,,Vehicle,RightFront,TurnToLeft
201800018497,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018498,Unknown,0,OtherInSidewalkOrShoulder,,Front,
201800018499,Increasing,0,,Vehicle,LeftSide,SwerveToLeft
201800018499,Increasing,0,,Vehicle,RightSide,PassLeft
201800018499,Decreasing,0,,Vehicle,LeftSide,NoDirectionChange
201800018500,Increasing,0,,Vehicle,Front,SwerveToLeft
201800018500,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018502,Increasing,0,,Vehicle,LeftSide,Insertion
201800018502,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800018504,Decreasing,0,,Vehicle,RightBack,NoDirectionChange
201800018504,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018505,Increasing,0,,Other,LeftFront,PassLeft
201800018505,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018506,Decreasing,0,,Vehicle,Front,
201800018506,Decreasing,0,,Vehicle,LeftSide,NoDirectionChange
201800018506,Increasing,0,,Vehicle,LeftSide,Stopped
201800018507,Decreasing,0,,WildAnimal,Front,
201800018508,Increasing,0,OtherBarrier,Pedestrian,Back,NoDirectionChange
201800018508,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018509,Decreasing,0,,,RightFront,
201800018510,Increasing,0,,Vehicle,RightFront,CrossLane
201800018510,Increasing,1,,Vehicle,LeftFront,NoDirectionChange
201800018511,Increasing,0,,Vehicle,RightBack,NoDirectionChange
201800018511,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018513,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018513,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018514,Unknown,0,,Vehicle,Front,Insertion
201800018514,Decreasing,0,DitchTalusOrRockyWall,Vehicle,RightSide,NoDirectionChange
201800018515,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018515,Decreasing,0,,Vehicle,LeftSide,NoDirectionChange
201800018516,Increasing,0,,Pedestrian,Front,NoDirectionChange
201800018517,Unknown,0,MetallicBarrier,,RightSide,NoDirectionChange
201800018518,Increasing,0,,Vehicle,RightBack,TurnToLeft
201800018518,Increasing,0,,Vehicle,RightFront,SameDirectionOrLane
201800018519,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800018519,Increasing,0,,,Back,TurnToLeft
201800018520,Increasing,0,,Other,RightBack,NoDirectionChange
201800018520,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018521,Increasing,0,,Vehicle,Front,PassLeft
201800018521,Increasing,0,,Vehicle,LeftFront,TurnToLeft
201800018523,Decreasing,0,,Vehicle,Front,PassLeft
201800018523,Decreasing,0,,Vehicle,LeftSide,TurnToLeft
201800018524,Unknown,0,Tree,,Front,NoDirectionChange
201800018525,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018525,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018526,Decreasing,0,,Vehicle,RightFront,TurnToLeft
201800018526,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800018527,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800018527,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018528,Increasing,0,,Vehicle,LeftFront,SameDirectionOrLane
201800018528,Increasing,0,,Vehicle,Back,SwerveToLeft
201800018529,Decreasing,0,,Vehicle,Front,SameDirectionOrLane
201800018529,Decreasing,0,,,Back,NoDirectionChange
201800018530,Decreasing,0,,Vehicle,LeftFront,WrongWay
201800018530,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018531,Decreasing,0,,Vehicle,Front,SwerveToLeft
201800018531,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018532,Increasing,0,,Vehicle,Front,CrossLane
201800018532,Unknown,0,,Vehicle,LeftFront,NoDirectionChange
201800018533,Increasing,0,,,Back,SameDirectionOrLane
201800018533,Increasing,0,,,Front,SwerveToLeft
201800018533,Decreasing,0,,,Front,NoDirectionChange
201800018534,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800018534,Increasing,0,,Vehicle,RightBack,NoDirectionChange
201800018535,Increasing,0,,Vehicle,RightSide,TurnToLeft
201800018535,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018536,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018536,Increasing,0,,Vehicle,RightSide,NoDirectionChange
201800018537,Increasing,0,,Vehicle,LeftFront,SwerveToLeft
201800018537,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018538,Decreasing,0,,Vehicle,LeftFront,SwerveToLeft
201800018538,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018539,Unknown,0,,,Multiple,NoDirectionChange
201800018540,Increasing,0,Post,,Front,SameDirectionOrLane
201800018541,Decreasing,0,,Vehicle,LeftSide,CrossLane
201800018541,Decreasing,0,,Vehicle,RightSide,NoDirectionChange
201800018542,Increasing,0,,Vehicle,Front,SwerveToLeft
201800018542,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018543,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018543,Decreasing,0,,Vehicle,RightFront,NoDirectionChange
201800018543,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018544,Decreasing,0,,,RightSide,NoDirectionChange
201800018545,Unknown,0,,Pedestrian,RightFront,NoDirectionChange
201800018546,Increasing,0,,,RightSide,NoDirectionChange
201800018547,Decreasing,0,DitchTalusOrRockyWall,,RightFront,NoDirectionChange
201800018548,Increasing,0,,Vehicle,Back,
201800018548,Decreasing,0,,Vehicle,RightFront,NoDirectionChange
201800018549,Increasing,0,Tree,,Front,NoDirectionChange
201800018550,Decreasing,0,,Vehicle,LeftFront,
201800018550,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018551,Decreasing,0,DitchTalusOrRockyWall,,Front,
201800018553,Increasing,0,,Vehicle,Front,SwerveToLeft
201800018553,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018554,Decreasing,0,,Vehicle,Front,PassLeft
201800018554,Decreasing,0,,Vehicle,LeftSide,TurnToLeft
201800018555,Decreasing,0,,Vehicle,LeftFront,TurnToLeft
201800018555,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018556,Increasing,0,,,LeftSide,SameDirectionOrLane
201800018557,Unknown,0,,Vehicle,RightFront,NoDirectionChange
201800018557,Unknown,0,,Vehicle,RightFront,TurnToLeft
201800018558,Decreasing,0,,Pedestrian,Front,
201800018560,Increasing,0,,DomesticAnimal,LeftFront,NoDirectionChange
201800018560,Unknown,0,,Vehicle,Front,Insertion
201800018561,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018561,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800018562,Unknown,0,,Pedestrian,RightFront,NoDirectionChange
201800018563,Decreasing,0,BuildingWallOrPier,Vehicle,LeftFront,Insertion
201800018563,Increasing,0,,Vehicle,LeftBack,WrongWay
201800018564,Increasing,0,DitchTalusOrRockyWall,,Front,
201800018565,Unknown,0,DitchTalusOrRockyWall,,LeftFront,SameDirectionOrLane
201800018565,Unknown,0,,Vehicle,LeftFront,SwerveToLeft
201800018566,Unknown,0,DitchTalusOrRockyWall,,Front,
201800018567,Unknown,0,,,RightBack,TurnToLeft
201800018567,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018568,Unknown,0,Tree,,LeftFront,NoDirectionChange
201800018569,Decreasing,0,,Other,Front,NoDirectionChange
201800018570,Unknown,0,,Vehicle,RightFront,Insertion
201800018570,Unknown,0,,Vehicle,LeftSide,
201800018571,Decreasing,0,Tree,,Front,NoDirectionChange
201800018572,Increasing,0,,Vehicle,LeftFront,SwerveToLeft
201800018572,Decreasing,0,,Vehicle,LeftBack,NoDirectionChange
201800018573,Unknown,0,,Vehicle,LeftFront,SwerveToLeft
201800018573,Increasing,0,,Vehicle,LeftFront,
201800018574,Unknown,0,BuildingWallOrPier,,Front,NoDirectionChange
201800018575,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018575,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018577,Unknown,0,,,Front,SameDirectionOrLane
201800018577,Unknown,0,,,Back,SameDirectionOrLane
201800018578,Decreasing,0,BuildingWallOrPier,,Front,Insertion
201800018579,Increasing,0,,,Back,NoDirectionChange
201800018579,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018580,Unknown,0,,Vehicle,Front,CrossLane
201800018580,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018581,Unknown,0,Tree,,LeftFront,SwerveToRight
201800018582,Unknown,0,,Vehicle,Front,NoDirectionChange
201800018582,Unknown,0,,Vehicle,LeftFront,CrossLane
201800018583,Unknown,0,,,,
201800018584,Unknown,0,,Vehicle,LeftFront,TurnToLeft
201800018584,Unknown,0,,Vehicle,Front,PassLeft
201800018585,Unknown,0,,Vehicle,LeftFront,PassLeft
201800018585,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018585,Unknown,0,,Vehicle,LeftFront,NoDirectionChange
201800018586,Unknown,0,,,,NoDirectionChange
201800018587,Increasing,0,,Vehicle,Front,WrongWay
201800018587,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018589,Increasing,0,,Vehicle,LeftFront,TurnToLeft
201800018589,Decreasing,0,,Vehicle,RightFront,NoDirectionChange
201800018590,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018590,Decreasing,0,,Vehicle,LeftFront,PassLeft
201800018593,Increasing,0,,Vehicle,LeftBack,NoDirectionChange
201800018593,Increasing,0,,,LeftBack,Stopped
201800018593,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018595,Decreasing,0,,Vehicle,RightBack,CrossLane
201800018595,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018596,Decreasing,0,DitchTalusOrRockyWall,,RightFront,SwerveToRight
201800018597,Decreasing,0,,Vehicle,Front,TurnToLeft
201800018597,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018599,Decreasing,0,,Vehicle,Front,PassLeft
201800018599,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018600,Decreasing,0,,Vehicle,LeftFront,SwerveToLeft
201800018600,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018601,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018601,Decreasing,0,,Vehicle,RightFront,NoDirectionChange
201800018602,Increasing,0,,Vehicle,LeftFront,SwerveToLeft
201800018602,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018603,Increasing,0,,Vehicle,Front,TurnToLeft
201800018603,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018604,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018604,Decreasing,0,,Vehicle,Multiple,SwerveToLeft
201800018605,Increasing,0,,,RightBack,Stopped
201800018605,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800018606,Decreasing,0,Tree,,LeftFront,NoDirectionChange
201800018607,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018607,Increasing,0,,,Front,
201800018608,Increasing,0,,Vehicle,LeftFront,SwerveToLeft
201800018608,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018609,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018609,Decreasing,0,,Vehicle,RightFront,CrossLane
201800018610,Decreasing,0,,,LeftSide,NoDirectionChange
201800018610,Decreasing,0,,Vehicle,Front,CrossLane
201800018611,Decreasing,0,,Vehicle,LeftFront,CrossLane
201800018611,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800018612,Increasing,0,,Vehicle,Front,NoDirectionChange
201800018612,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800018613,Decreasing,0,,,Multiple,SwerveToRight
