AccidentId,RoadType,RoadNumber,RoadSecNumber,RoadLetter,Circulation,LaneNumber,SpecialLane,Slope,RoadMarkerId,RoadMarkerDistance,Layout,StripWidth,LaneWidth,SurfaceCondition,Infrastructure,Localization,SchoolNear
201800015755,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Wet,Unknown,Shoulder,0.0
201800015756,National,249,,,DividedHighway,4.0,0,Flat,12.0,500.0,Straight,,,Normal,Unknown,Lane,0.0
201800015757,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Shoulder,0.0
201800015758,Departamental,307,,,TwoWay,2.0,0,TopHill,4.0,700.0,Straight,,,Normal,Unknown,Lane,0.0
201800015759,Departamental,37,,,TwoWay,2.0,0,Flat,34.0,800.0,LeftCurve,,,Normal,Unknown,Shoulder,0.0
201800015761,Departamental,254,,,TwoWay,2.0,0,Flat,2.0,509.0,Straight,,,Puddles,Unknown,Lane,0.0
201800015762,Departamental,65,,,TwoWay,2.0,0,Flat,4.0,729.0,Straight,,,Wet,Unknown,Lane,0.0
201800015763,Communal,,,,TwoWay,2.0,0,Flat,,,,,,Normal,Unknown,Shoulder,0.0
201800015764,Departamental,751,,,TwoWay,2.0,0,Flat,19.0,950.0,Straight,,,Normal,Unknown,Lane,0.0
201800015765,Departamental,751,,,TwoWay,2.0,0,Flat,20.0,0.0,Straight,,,Normal,Unknown,Lane,0.0
201800015766,Communal,,,,TwoWay,2.0,0,Flat,,,RightCurve,,,Other,Unknown,Shoulder,0.0
201800015767,Communal,,,,TwoWay,2.0,0,Flat,,,RightCurve,,,Normal,Unknown,Lane,0.0
201800015768,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015769,Departamental,178,,,TwoWay,2.0,0,Flat,70.0,0.0,Straight,,,Wet,Unknown,Shoulder,0.0
201800015770,Departamental,11,,,TwoWay,2.0,0,Flat,9.0,0.0,Straight,,,Wet,Unknown,Shoulder,0.0
201800015771,Other,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Shoulder,0.0
201800015772,Unknown,,,,TwoWay,2.0,0,BottomHill,,,,,,Normal,PedestrianZone,Lane,0.0
201800015773,Departamental,11,,,TwoWay,2.0,0,Flat,11.0,100.0,Straight,,,Normal,Unknown,Lane,0.0
201800015774,Unknown,,,,TwoWay,2.0,SeparatedBike,Flat,,,,,,Normal,PedestrianZone,BikeLane,0.0
201800015775,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015776,Departamental,47,,,TwoWay,2.0,0,Flat,14.0,400.0,RightCurve,,,Wet,Unknown,Shoulder,0.0
201800015777,Communal,,,,OneWay,1.0,0,Flat,,,Straight,,,Normal,PedestrianZone,Lane,0.0
201800015778,Departamental,51,,,TwoWay,2.0,0,Flat,14.0,500.0,Straight,,,,Unknown,Lane,0.0
201800015779,Departamental,51,,,TwoWay,2.0,0,Flat,3.0,420.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800015780,Departamental,774,,,OneWay,1.0,SeparatedBike,Flat,20.0,240.0,,,,Wet,Intersection,Lane,0.0
201800015781,Communal,,,,TwoWay,2.0,0,Flat,,,S-Shape,,,Normal,Unknown,Lane,0.0
201800015782,Departamental,774,,,TwoWay,2.0,0,Flat,26.0,80.0,Straight,,,,Unknown,Lane,0.0
201800015783,Communal,,,,TwoWay,2.0,0,Flat,,,RightCurve,,,Wet,Unknown,Sidewalk,0.0
201800015784,Departamental,99,,,TwoWay,2.0,0,Flat,13.0,910.0,Straight,,,Normal,,BikeLane,0.0
201800015785,Departamental,48,,,TwoWay,2.0,0,Flat,8.0,100.0,Straight,,,Normal,Unknown,Lane,0.0
201800015786,Departamental,233,,,TwoWay,2.0,0,BottomHill,0.0,850.0,Straight,,,Normal,Intersection,Lane,0.0
201800015787,Departamental,51,,,TwoWay,2.0,0,BottomHill,6.0,200.0,Straight,,,Normal,Unknown,Lane,0.0
201800015788,Departamental,247,,,TwoWay,2.0,0,Flat,4.0,500.0,Straight,,,Normal,Unknown,Lane,0.0
201800015789,Departamental,47,,,TwoWay,2.0,0,Flat,15.0,350.0,Straight,,,Normal,Unknown,Lane,0.0
201800015790,Departamental,333,,,TwoWay,2.0,0,Flat,0.0,400.0,Straight,,,Normal,Unknown,Lane,0.0
201800015791,Communal,,,,TwoWay,2.0,0,Flat,,,LeftCurve,,,Oil,Unknown,Lane,0.0
201800015792,Communal,,,,TwoWay,2.0,SeparatedBike,Flat,,,Straight,,,Normal,Unknown,BikeLane,0.0
201800015793,Communal,,,,OneWay,1.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015794,Departamental,247,,,TwoWay,2.0,0,Flat,5.0,0.0,Straight,,,Wet,Unknown,Lane,0.0
201800015795,Departamental,233,,,TwoWay,2.0,0,Flat,5.0,0.0,,,,,Unknown,Shoulder,0.0
201800015796,Communal,,,,TwoWay,2.0,0,Flat,,,,,,Normal,Intersection,Lane,0.0
201800015797,Departamental,51,,,TwoWay,2.0,0,Flat,3.0,560.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800015798,Departamental,50,,,Unknown,2.0,0,Flat,4.0,0.0,,,,Normal,,Lane,0.0
201800015799,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Intersection,Lane,0.0
201800015800,Departamental,45,,,TwoWay,2.0,0,Flat,12.0,500.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015801,Unknown,12,,,TwoWay,2.0,0,Flat,,,RightCurve,,,Normal,Unknown,Lane,0.0
201800015802,Communal,,,,TwoWay,2.0,0,Flat,,,LeftCurve,,,,Unknown,Shoulder,0.0
201800015803,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015804,Departamental,126,,,TwoWay,2.0,0,Flat,1.0,0.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800015805,Departamental,102,,,TwoWay,2.0,0,Flat,10.0,450.0,LeftCurve,,,Normal,Unknown,Shoulder,0.0
201800015806,Departamental,33,,,TwoWay,2.0,0,Uphill,61.0,875.0,LeftCurve,,,Wet,Unknown,Lane,0.0
201800015807,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Sidewalk,0.0
201800015808,Departamental,3,,,TwoWay,2.0,0,Flat,32.0,500.0,Straight,,,Normal,Unknown,Lane,0.0
201800015809,Departamental,104,,,TwoWay,2.0,0,Flat,19.0,100.0,Straight,,,Normal,Unknown,Lane,0.0
201800015810,National,83,,,TwoWay,2.0,0,BottomHill,27.0,640.0,Straight,,,Normal,Unknown,Lane,0.0
201800015811,National,83,,,TwoWay,2.0,0,Uphill,24.0,200.0,S-Shape,,,Wet,,Lane,0.0
201800015812,Departamental,683,,,DividedHighway,3.0,0,Uphill,39.0,300.0,Straight,,,Normal,Interchange,Lane,0.0
201800015813,Departamental,9,,D,TwoWay,2.0,0,Flat,0.0,290.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015814,National,83,,,TwoWay,2.0,0,Flat,28.0,0.0,Straight,,,Normal,Unknown,Lane,0.0
201800015817,Departamental,683,,,DividedHighway,2.0,0,Uphill,39.0,450.0,Straight,,,Normal,Intersection,Lane,0.0
201800015818,National,57,,,VariableWayNumber,2.0,0,Flat,20.0,0.0,Straight,,,Wet,Intersection,Lane,0.0
201800015819,Departamental,571,,,TwoWay,2.0,0,Uphill,5.0,0.0,Straight,,,Wet,Unknown,Lane,0.0
201800015820,Departamental,112,,,TwoWay,2.0,0,BottomHill,15.0,350.0,Straight,,,Normal,Unknown,Lane,0.0
201800015821,Communal,,,,TwoWay,2.0,0,Uphill,,,,,,Wet,Unknown,Shoulder,0.0
201800015822,Departamental,83,,,TwoWay,2.0,0,Uphill,25.0,750.0,Straight,,,Wet,Unknown,Lane,0.0
201800015823,Departamental,75,,,TwoWay,2.0,0,Flat,1.0,770.0,Straight,,,Normal,Unknown,Lane,0.0
201800015824,Departamental,67,,,TwoWay,2.0,0,Uphill,7.0,300.0,Straight,,,Wet,Unknown,Lane,0.0
201800015825,Departamental,415,,,TwoWay,2.0,0,Flat,1.0,200.0,Straight,,,,Unknown,Shoulder,0.0
201800015826,Departamental,415,,,TwoWay,2.0,0,Uphill,0.0,800.0,RightCurve,,,Wet,Unknown,Lane,0.0
201800015827,Departamental,8,,,TwoWay,2.0,0,Flat,7.0,350.0,Straight,,,Wet,Unknown,Shoulder,0.0
201800015828,National,57,,,DividedHighway,4.0,0,Flat,8.0,600.0,Straight,,,Normal,,Lane,0.0
201800015829,Departamental,1,,,TwoWay,2.0,0,Flat,5.0,780.0,Straight,,,Normal,Unknown,Lane,0.0
201800015830,Departamental,263,,,,,,,0.0,0.0,,,,,,,
201800015831,Departamental,1,,,TwoWay,2.0,0,Flat,3.0,250.0,,,,Normal,Unknown,Lane,0.0
201800015832,Departamental,13,,D,TwoWay,2.0,0,Flat,26.0,55.0,Straight,,,,Unknown,Lane,0.0
201800015834,Departamental,14,,,TwoWay,2.0,0,Flat,12.0,200.0,S-Shape,,,Normal,Unknown,Shoulder,0.0
201800015835,Departamental,208,,,TwoWay,2.0,0,Flat,1.0,100.0,Straight,,,Normal,Unknown,Lane,0.0
201800015836,Departamental,75,,,TwoWay,2.0,0,Flat,5.0,200.0,Straight,,,Normal,Unknown,Lane,0.0
201800015837,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015839,Departamental,459,,,TwoWay,2.0,0,Flat,6.0,800.0,Straight,,,Wet,Intersection,Lane,0.0
201800015840,Departamental,492,,,,,,,12.0,320.0,,,,,Intersection,,
201800015841,Departamental,67,,,TwoWay,2.0,0,Flat,45.0,600.0,RightCurve,,,Normal,,Shoulder,0.0
201800015842,Departamental,135,,,TwoWay,2.0,0,Flat,0.0,450.0,,,,Normal,Unknown,Lane,0.0
201800015843,Departamental,67,,,TwoWay,2.0,0,Uphill,41.0,500.0,RightCurve,,,Normal,Unknown,Lane,0.0
201800015844,Departamental,67,,C,TwoWay,2.0,0,Uphill,41.0,500.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800015845,Departamental,9,,,TwoWay,2.0,0,Uphill,14.0,350.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800015846,Departamental,103,,,TwoWay,2.0,0,Uphill,2.0,650.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800015847,Departamental,67,,,TwoWay,2.0,0,Flat,57.0,400.0,Straight,,,Normal,Unknown,Lane,0.0
201800015848,Departamental,683,,,TwoWay,4.0,0,Flat,41.0,300.0,,,,Normal,Unknown,Lane,0.0
201800015849,Departamental,30,,D,TwoWay,2.0,0,Uphill,7.0,270.0,RightCurve,,,Normal,Unknown,Shoulder,0.0
201800015850,Departamental,486,,,TwoWay,2.0,0,Flat,0.0,970.0,Straight,,,Normal,Unknown,Lane,0.0
201800015851,Departamental,683,,,TwoWay,2.0,0,Flat,41.0,500.0,Straight,,,Normal,Unknown,Lane,0.0
201800015852,Departamental,486,,,TwoWay,2.0,0,Flat,16.0,350.0,,,,Normal,Unknown,Shoulder,0.0
201800015853,Departamental,30,,D,TwoWay,2.0,0,Flat,6.0,50.0,Straight,,,Normal,Intersection,Lane,0.0
201800015854,Departamental,323,,,TwoWay,2.0,0,Flat,0.0,350.0,RightCurve,,,Normal,Unknown,Lane,0.0
201800015856,Departamental,138,,,TwoWay,2.0,0,Uphill,2.0,600.0,RightCurve,,,Normal,Unknown,Shoulder,0.0
201800015857,Departamental,673,,,DividedHighway,4.0,0,TopHill,7.0,900.0,Straight,,,Normal,,Lane,0.0
201800015858,Other,11,,D,TwoWay,2.0,0,Uphill,11.0,500.0,Straight,,,,Unknown,Lane,0.0
201800015859,Departamental,216,,,TwoWay,2.0,0,Flat,7.0,750.0,Straight,,,Normal,Intersection,Lane,0.0
201800015860,Departamental,110,,A,TwoWay,2.0,0,TopHill,2.0,110.0,RightCurve,,,Normal,Unknown,Lane,0.0
201800015861,Communal,,,,TwoWay,2.0,0,Flat,,,S-Shape,,,Normal,Unknown,Shoulder,0.0
201800015862,Departamental,673,,,TwoWay,2.0,0,Flat,6.0,450.0,Straight,,,Normal,Unknown,Lane,0.0
201800015863,National,83,,,TwoWay,2.0,0,Flat,21.0,100.0,Straight,,,Normal,Unknown,Lane,0.0
201800015864,Departamental,17,,E,TwoWay,2.0,0,Flat,3.0,530.0,Straight,,,Normal,Unknown,Lane,0.0
201800015865,Departamental,17,,,TwoWay,2.0,0,Flat,9.0,800.0,,,,,Unknown,Lane,0.0
201800015866,Other,,,,TwoWay,2.0,0,Flat,,,RightCurve,,,Other,Unknown,Lane,0.0
201800015867,Departamental,9,,,TwoWay,2.0,0,Uphill,10.0,300.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015868,Departamental,105,,D,TwoWay,2.0,0,Flat,1.0,50.0,Straight,,,Normal,Unknown,Lane,0.0
201800015869,Departamental,11,,,,,,,4.0,615.0,,,,,Intersection,,
201800015870,Departamental,683,,,TwoWay,2.0,0,Flat,103.0,450.0,Straight,,,,Unknown,Lane,0.0
201800015871,Departamental,73,,,TwoWay,2.0,0,Flat,3.0,280.0,LeftCurve,,,Normal,Unknown,Shoulder,0.0
201800015872,Departamental,464,,,TwoWay,2.0,0,Flat,40.0,500.0,LeftCurve,,,Normal,Unknown,Shoulder,0.0
201800015873,Departamental,31,,D,TwoWay,2.0,0,Flat,34.0,100.0,RightCurve,,,Normal,Unknown,Shoulder,0.0
201800015874,Departamental,455,,,TwoWay,2.0,0,TopHill,2.0,800.0,Straight,,,Normal,Unknown,Lane,0.0
201800015875,Departamental,30,,,TwoWay,2.0,0,Flat,38.0,0.0,LeftCurve,,,Mud,Unknown,Lane,0.0
201800015876,Departamental,20,,,TwoWay,2.0,0,Flat,15.0,800.0,Straight,,,Other,Unknown,Lane,0.0
201800015877,Departamental,31,,,TwoWay,2.0,0,BottomHill,12.0,1700.0,Straight,,,Normal,Unknown,Lane,0.0
201800015878,Departamental,133,,,TwoWay,2.0,0,Uphill,13.0,720.0,Straight,,,Normal,,Lane,0.0
201800015879,Departamental,35,,D,TwoWay,2.0,0,Flat,3.0,245.0,Straight,,,Wet,Unknown,Lane,0.0
201800015880,Departamental,437,,,TwoWay,2.0,Bike,Flat,132.0,725.0,Straight,,,Wet,Unknown,Lane,0.0
201800015882,Communal,,,,TwoWay,2.0,Bike,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015883,Departamental,437,,,TwoWay,2.0,0,Flat,132.0,60.0,LeftCurve,,,Normal,Unknown,Sidewalk,0.0
201800015884,Communal,,,,Unknown,2.0,0,Flat,,,RightCurve,,,Normal,Unknown,Lane,0.0
201800015885,Communal,,,,TwoWay,2.0,0,Uphill,,,LeftCurve,,,Wet,Unknown,Shoulder,0.0
201800015886,Departamental,480,,,TwoWay,2.0,0,Flat,15.0,725.0,LeftCurve,,,Wet,Unknown,Shoulder,0.0
201800015887,Departamental,437,,A,TwoWay,2.0,0,Flat,5.0,600.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800015888,Departamental,272,,,,,,,0.0,0.0,,,,,,,
201800015889,Departamental,437,,,TwoWay,2.0,0,Flat,96.0,850.0,RightCurve,,,Normal,Unknown,Lane,0.0
201800015890,Departamental,201,,,TwoWay,2.0,0,Flat,10.0,700.0,LeftCurve,,,Normal,Unknown,Shoulder,0.0
201800015891,Departamental,121,,,TwoWay,2.0,0,Uphill,3.0,510.0,,,,Wet,Unknown,Lane,0.0
201800015892,Departamental,73,,,TwoWay,2.0,0,Uphill,18.0,0.0,RightCurve,,,Normal,Unknown,Lane,0.0
201800015893,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015894,Departamental,4272,,,TwoWay,2.0,0,Flat,0.0,50.0,Straight,,,Normal,Unknown,Lane,0.0
201800015895,Departamental,437,,,TwoWay,2.0,0,Uphill,105.0,580.0,LeftCurve,,,Normal,,Lane,0.0
201800015896,Departamental,483,,,TwoWay,2.0,0,Uphill,4.0,650.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015897,Communal,3,,,TwoWay,2.0,0,Uphill,3.0,450.0,,,,Normal,Unknown,Lane,0.0
201800015899,Departamental,47,,A,TwoWay,2.0,0,Flat,0.0,800.0,Straight,,,,Unknown,Lane,0.0
201800015900,Departamental,67,,,TwoWay,2.0,0,Uphill,64.0,50.0,S-Shape,,,Normal,Unknown,Lane,0.0
201800015901,Departamental,72,,,TwoWay,2.0,0,Flat,25.0,0.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015902,Departamental,72,,,TwoWay,2.0,0,Flat,24.0,400.0,Straight,,,Normal,Unknown,Lane,0.0
201800015903,Departamental,9,,D,TwoWay,2.0,0,BottomHill,45.0,280.0,LeftCurve,,,Normal,Unknown,Shoulder,0.0
201800015904,Departamental,6,,D,TwoWay,2.0,0,Uphill,34.0,700.0,RightCurve,,,Normal,Unknown,Shoulder,0.0
201800015905,Departamental,67,,B,TwoWay,2.0,0,Flat,3.0,500.0,Straight,,,Normal,Unknown,Lane,0.0
201800015906,Departamental,72,,,TwoWay,2.0,0,Uphill,16.0,400.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800015907,Departamental,49,,,TwoWay,2.0,0,Uphill,5.0,520.0,Straight,,,Normal,Unknown,Lane,0.0
201800015908,National,57,,,TwoWay,2.0,0,Uphill,64.0,300.0,Straight,,,Normal,Unknown,Lane,0.0
201800015909,Departamental,48,,,TwoWay,2.0,0,Uphill,17.0,0.0,S-Shape,,,Normal,Unknown,Lane,0.0
201800015910,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015911,National,57,,,TwoWay,2.0,0,Flat,56.0,380.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015912,Departamental,9,,,TwoWay,2.0,0,Flat,59.0,780.0,Straight,,,Normal,Unknown,Lane,0.0
201800015913,Departamental,48,,,TwoWay,2.0,0,Uphill,10.0,300.0,RightCurve,,,Wet,Unknown,Shoulder,0.0
201800015914,National,57,,,TwoWay,2.0,0,Flat,76.0,450.0,LeftCurve,,,Normal,Unknown,Shoulder,0.0
201800015915,National,57,,,TwoWay,2.0,0,Uphill,56.0,316.0,Straight,,,Normal,Unknown,Lane,0.0
201800015916,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Shoulder,0.0
201800015917,Departamental,437,,D,TwoWay,2.0,0,Flat,29.0,0.0,Straight,,,Wet,Unknown,Shoulder,0.0
201800015918,Departamental,189,,,TwoWay,2.0,0,Flat,7.0,400.0,Straight,,,Normal,Unknown,Lane,0.0
201800015919,Communal,,,,TwoWay,2.0,0,Uphill,,,,,,,Unknown,Lane,0.0
201800015920,Departamental,9,,,TwoWay,2.0,0,Uphill,70.0,500.0,LeftCurve,,,Normal,Unknown,Shoulder,0.0
201800015921,National,57,,,TwoWay,2.0,0,Uphill,91.0,600.0,Straight,,,Normal,Unknown,Lane,0.0
201800015922,Departamental,389,,,TwoWay,2.0,0,Uphill,2.0,65.0,Unknown,,,Normal,Unknown,Lane,0.0
201800015923,Departamental,9,,,TwoWay,2.0,0,Flat,73.0,0.0,RightCurve,,,Ice,Unknown,Lane,0.0
201800015924,Departamental,437,,,TwoWay,2.0,0,Flat,85.0,500.0,Straight,,,Normal,Unknown,Lane,0.0
201800015925,Departamental,125,,,TwoWay,2.0,0,Flat,13.0,314.0,RightCurve,,,Normal,Unknown,Lane,0.0
201800015926,Departamental,398,,D,TwoWay,2.0,0,Flat,5.0,825.0,Straight,,,Wet,Unknown,Lane,0.0
201800015927,Departamental,48,,,TwoWay,2.0,0,Uphill,46.0,300.0,Straight,,,Wet,Unknown,Shoulder,0.0
201800015928,Departamental,48,,,TwoWay,2.0,0,Uphill,50.0,580.0,Straight,,,Normal,Unknown,Lane,0.0
201800015929,Communal,,,,TwoWay,2.0,0,Flat,2.0,300.0,Straight,,,Wet,Unknown,Shoulder,0.0
201800015930,Departamental,43,,E,,,,,0.0,0.0,,,,,,,
201800015931,Communal,,,,TwoWay,2.0,0,Flat,,,RightCurve,,,Normal,Unknown,Shoulder,0.0
201800015932,Departamental,39,,,TwoWay,2.0,0,Uphill,29.0,650.0,,,,Other,Unknown,Lane,0.0
201800015933,Departamental,437,,,TwoWay,2.0,0,Flat,66.0,200.0,Straight,,,Normal,Unknown,Lane,0.0
201800015934,Departamental,48,,D,TwoWay,2.0,0,Flat,49.0,650.0,Straight,,,Normal,,Shoulder,0.0
201800015935,Departamental,437,,,TwoWay,2.0,0,Flat,60.0,980.0,S-Shape,,,Normal,Unknown,Lane,0.0
201800015936,Departamental,47,,,TwoWay,2.0,0,Flat,3.0,600.0,Straight,,,Normal,Unknown,Lane,0.0
201800015937,Departamental,461,,,TwoWay,2.0,0,Flat,51.0,150.0,Straight,,,Normal,Unknown,Lane,0.0
201800015938,Departamental,215,,,Unknown,2.0,0,Uphill,1.0,375.0,Straight,,,Normal,Unknown,Lane,0.0
201800015940,Departamental,678,,,TwoWay,2.0,0,Uphill,25.0,800.0,RightCurve,,,Wet,Unknown,Lane,0.0
201800015941,Departamental,159,,,TwoWay,2.0,0,Flat,0.0,950.0,Straight,,,Normal,Unknown,Lane,0.0
201800015942,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015943,Departamental,470,,,TwoWay,2.0,,Flat,27.0,290.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015945,Departamental,57,,,TwoWay,2.0,0,Uphill,3.0,680.0,,,,Normal,Unknown,Lane,0.0
201800015946,Departamental,70,,,TwoWay,2.0,0,Flat,9.0,200.0,Straight,,,,Unknown,Lane,0.0
201800015947,Departamental,43,,,TwoWay,2.0,0,Uphill,0.0,475.0,RightCurve,,,,Unknown,Lane,0.0
201800015948,Departamental,120,,,TwoWay,2.0,0,Flat,10.0,150.0,LeftCurve,,,Normal,,Shoulder,0.0
201800015949,Departamental,117,,,TwoWay,2.0,0,Flat,25.0,150.0,Straight,,,Normal,Unknown,Lane,0.0
201800015950,Departamental,1083,,,TwoWay,2.0,0,Flat,28.0,600.0,Straight,,,Normal,,Lane,0.0
201800015951,Departamental,44,,,TwoWay,2.0,0,Uphill,9.0,130.0,Straight,,,Normal,Unknown,Lane,0.0
201800015952,Departamental,1083,,,TwoWay,3.0,0,Flat,27.0,590.0,,,,,Intersection,Lane,0.0
201800015953,Departamental,117,,,TwoWay,2.0,0,Flat,15.0,90.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015954,Departamental,437,,,TwoWay,2.0,0,Uphill,37.0,1020.0,,,,,Unknown,Lane,0.0
201800015955,Communal,,,,TwoWay,2.0,0,Uphill,,,Straight,,,Normal,,Lane,0.0
201800015956,Departamental,288,,,TwoWay,2.0,0,TopHill,8.0,200.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015957,National,5,,,TwoWay,2.0,0,Flat,81.0,880.0,RightCurve,,,Normal,,Lane,0.0
201800015958,Departamental,437,,,TwoWay,2.0,0,Flat,43.0,150.0,Straight,,,Wet,Unknown,Shoulder,0.0
201800015959,Departamental,471,,,TwoWay,2.0,0,Flat,47.0,375.0,Straight,,,Ice,Unknown,Lane,0.0
201800015960,Departamental,16,,,TwoWay,2.0,0,Flat,2.0,900.0,LeftCurve,,,Ice,Unknown,Lane,0.0
201800015961,Departamental,22,,,TwoWay,2.0,0,TopHill,2.0,820.0,Straight,,,Normal,Unknown,Unknown,0.0
201800015962,National,83,,,TwoWay,2.0,0,Flat,70.0,400.0,Straight,,,Normal,Unknown,Lane,0.0
201800015963,Departamental,469,,,TwoWay,2.0,0,Flat,29.0,540.0,Unknown,,,Normal,Unknown,Lane,0.0
201800015964,National,83,,,TwoWay,2.0,0,Flat,67.0,600.0,RightCurve,,,,Unknown,Lane,0.0
201800015965,National,83,,,TwoWay,2.0,0,Flat,71.0,420.0,Straight,,,,,Lane,0.0
201800015966,Departamental,257,,,TwoWay,2.0,0,Uphill,3.0,750.0,Straight,,,Normal,Unknown,Lane,0.0
201800015967,Departamental,467,,,TwoWay,2.0,0,Flat,3.0,910.0,Straight,,,Wet,,Shoulder,0.0
201800015968,National,83,,,TwoWay,2.0,0,Flat,85.0,135.0,Straight,,,Normal,Intersection,Lane,0.0
201800015969,Departamental,467,,,TwoWay,2.0,0,Flat,2.0,440.0,LeftCurve,,,,Unknown,Lane,0.0
201800015970,Departamental,492,,,TwoWay,2.0,0,Uphill,3.0,280.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015971,Departamental,94,,,TwoWay,2.0,0,Uphill,3.0,200.0,Unknown,,,Other,Unknown,Lane,0.0
201800015972,Departamental,14,,,TwoWay,2.0,0,Flat,6.0,850.0,Straight,,,Normal,Unknown,Lane,0.0
201800015973,Departamental,472,,,TwoWay,2.0,0,Flat,22.0,930.0,RightCurve,,,Ice,Unknown,Lane,0.0
201800015974,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,,Lane,0.0
201800015975,PublicParking,,,,Unknown,0.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015976,Departamental,673,,,TwoWay,2.0,0,Flat,28.0,420.0,Straight,,,Normal,Unknown,Lane,0.0
201800015977,Departamental,905,,,TwoWay,2.0,0,Flat,15.0,540.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015978,Departamental,469,,,TwoWay,2.0,0,Flat,16.0,400.0,Straight,,,,Unknown,Lane,0.0
201800015980,Departamental,475,,,TwoWay,2.0,0,Flat,33.0,440.0,Straight,,,Normal,Unknown,Lane,0.0
201800015981,Departamental,324,,,TwoWay,2.0,,Flat,0.0,1020.0,,,,Normal,Unknown,Unknown,0.0
201800015982,Departamental,46,,,TwoWay,2.0,0,Flat,3.0,330.0,,,,Normal,Unknown,Lane,0.0
201800015983,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015984,Departamental,475,,,TwoWay,2.0,0,Flat,15.0,410.0,LeftCurve,,,Unknown,Intersection,Lane,0.0
201800015985,Departamental,459,,,TwoWay,2.0,0,Flat,12.0,340.0,RightCurve,,,Normal,Bridge,Lane,0.0
201800015986,Departamental,12,,,TwoWay,2.0,0,Uphill,9.0,540.0,Unknown,,,Normal,Unknown,Shoulder,0.0
201800015987,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015988,Departamental,475,,,TwoWay,2.0,0,Uphill,9.0,950.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800015989,Departamental,292,,E,TwoWay,2.0,0,Flat,2.0,110.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800015990,Communal,,,,OneWay,1.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800015991,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,BikeLane,0.0
201800015992,Departamental,118,,,TwoWay,2.0,0,Flat,6.0,560.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800015993,Departamental,69,,,TwoWay,2.0,0,Uphill,3.0,450.0,LeftCurve,,,Normal,,Lane,0.0
201800015994,Departamental,437,,,TwoWay,2.0,0,Uphill,73.0,700.0,Straight,,,Normal,Unknown,Lane,0.0
201800015995,Departamental,124,,,TwoWay,2.0,0,Flat,13.0,410.0,Straight,,,Normal,Unknown,Lane,0.0
201800015996,Departamental,470,,,TwoWay,2.0,0,Uphill,57.0,200.0,LeftCurve,,,Normal,Unknown,Sidewalk,0.0
201800015997,Departamental,436,,,TwoWay,3.0,0,Flat,16.0,120.0,Straight,,,Unknown,Unknown,Lane,0.0
