AccidentId,VehicleId,Seat,Category,Gender,TripReason,SafetyDevice,SafetyDeviceUsed,PedestrianLocation,PedestrianAction,PedestrianCompany,BirthYear
201800010422,A01,3.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,,1926
201800010422,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,1984
201800010422,C01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,,1966
201800010423,A01,1.0,Bicycle,Male,Leisure,Helmet,Yes,,,,1951
201800010423,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,1994
201800010424,A01,1.0,Car<=3.5T,Male,,SeatBelt,No,,,,1973
201800010424,B01,1.0,Car<=3.5T,Male,,SeatBelt,No,,,,1977
201800010426,A01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,,1979
201800010426,B01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,,
201800010427,A01,1.0,Car<=3.5T,Female,,SeatBelt,Yes,,,,1963
201800010427,B01,1.0,Utility,Male,Professional,SeatBelt,Unknown,,,,1973
201800010428,A01,1.0,LargeCar+Trailer>3.5T,Male,Professional,SeatBelt,Yes,,,,1981
201800010428,B01,1.0,LargeCar+Trailer>3.5T,Male,Professional,SeatBelt,Yes,,,,1972
201800010429,A01,1.0,Car<=3.5T,Male,,SeatBelt,Unknown,,,,1932
201800010429,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,1971
201800010429,B01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,,1973
201800010430,A01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,,1984
201800010430,B01,1.0,Motorbike>125cm3,Male,Leisure,Helmet,Yes,,,,1988
201800010432,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,2000
201800010432,A01,,Car<=3.5T,Female,,ChildrenDevice,,OnCrossingWithoutLights,Crossing,Alone,2002
201800010433,A01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,Unknown,1927
201800010433,A01,,Car<=3.5T,Female,Leisure,ChildrenDevice,,OnLane<=OnSidewalk0mCrossing,Crossing,Alone,2004
201800010434,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Unknown,,,,1936
201800010434,B01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,,1926
201800010436,A01,1.0,Car<=3.5T,Male,Other,SeatBelt,Yes,,,,1998
201800010436,A01,,Car<=3.5T,Male,,ChildrenDevice,,OnCrossingWithLigths,Crossing,Alone,2001
201800010437,A01,,Utility,Male,,Other,Yes,OnSidewalk,Crossing,WithSomebody,1993
201800010437,A01,,Utility,Female,Leisure,Other,Unknown,OnSidewalk,Crossing,WithSomebody,2017
201800010438,A01,1.0,Utility,Male,Professional,SeatBelt,Yes,,,,1952
201800010438,B01,1.0,Motorbike>125cm3,Male,Professional,Helmet,Yes,,,,1959
201800010439,A01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,,1974
201800010439,B01,1.0,Utility,Male,,SeatBelt,Yes,,,,1978
201800010441,A01,1.0,Scooter>125cm3,Male,Home-Work,Helmet,Yes,,,,1963
201800010441,A01,,Scooter>125cm3,Male,,ChildrenDevice,,OnCrossingWithLigths,Crossing,Alone,1954
201800010443,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1995
201800010444,A01,1.0,Scooter<50cm3,Male,Home-Work,Helmet,Yes,,,Unknown,
201800010444,A01,2.0,Scooter<50cm3,Female,,Helmet,Yes,,,Unknown,1997
201800010444,B01,1.0,Car<=3.5T,Female,,SeatBelt,Yes,,,Unknown,1956
201800010445,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1959
201800010445,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1941
201800010445,B01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1985
201800010445,B01,3.0,Car<=3.5T,Male,Leisure,ChildrenDevice,Yes,,,Unknown,2009
201800010445,B01,4.0,Car<=3.5T,Female,Leisure,ChildrenDevice,Yes,,,Unknown,2014
201800010447,A01,1.0,Utility,Male,Professional,SeatBelt,Yes,,,Unknown,1995
201800010447,A01,2.0,Utility,Male,Professional,SeatBelt,Yes,,,Unknown,1929
201800010448,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1987
201800010448,A01,2.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1994
201800010448,A01,4.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1986
201800010448,B01,1.0,Car<=3.5T,Male,Shopping,SeatBelt,Yes,,,Unknown,1963
201800010449,A01,1.0,Car<=3.5T,Female,Home-School,SeatBelt,Unknown,,,Unknown,1998
201800010449,B01,1.0,Truck+SemiTrailer,Male,Professional,SeatBelt,Unknown,,,Unknown,1963
201800010450,A01,1.0,Car<=3.5T,Male,Professional,SeatBelt,Yes,,,Unknown,1955
201800010450,A01,2.0,Car<=3.5T,Male,Professional,SeatBelt,Yes,,,Unknown,1965
201800010450,B01,1.0,Truck+SemiTrailer,Male,Professional,SeatBelt,Yes,,,Unknown,1949
201800010451,A01,1.0,Car<=3.5T,Female,Home-Work,SeatBelt,Yes,,,Unknown,1930
201800010451,A01,2.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,Unknown,1964
201800010452,A01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,Unknown,1995
201800010453,A01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1996
201800010455,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1987
201800010455,A01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1991
201800010456,A01,1.0,Motorbike_50cm3-125cm3,Male,Leisure,Helmet,Yes,,,Unknown,1977
201800010456,B01,1.0,Coach,Male,Professional,SeatBelt,Yes,,,Unknown,1969
201800010457,A01,1.0,Utility,Male,Professional,SeatBelt,Yes,,,Unknown,1962
201800010457,A01,2.0,Utility,Female,Leisure,SeatBelt,Yes,,,Unknown,1979
201800010457,A01,3.0,Utility,Male,Leisure,SeatBelt,Yes,,,Unknown,1981
201800010457,A01,4.0,Utility,Female,Leisure,SeatBelt,Yes,,,Unknown,1973
201800010457,A01,7.0,Utility,Male,Leisure,SeatBelt,Yes,,,Unknown,1972
201800010457,A01,8.0,Utility,Male,Leisure,SeatBelt,Yes,,,Unknown,1982
201800010457,A01,9.0,Utility,Male,Leisure,ChildrenDevice,Yes,,,Unknown,2009
201800010457,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,2000
201800010457,B01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,2000
201800010457,B01,4.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1974
201800010458,A01,1.0,Truck+SemiTrailer,Male,Professional,SeatBelt,Yes,,,Unknown,1977
201800010458,B01,1.0,Car<=3.5T,Female,Other,SeatBelt,Yes,,,Unknown,1963
201800010458,B01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,No,,,Unknown,1932
201800010458,B01,3.0,Car<=3.5T,Male,Leisure,SeatBelt,No,,,Unknown,2018
201800010458,B01,4.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,2015
201800010458,B01,5.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1970
201800010460,A01,1.0,Car<=3.5T,Female,Shopping,SeatBelt,Yes,,,Unknown,1950
201800010460,A01,2.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,2000
201800010460,B01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,Unknown,1987
201800010460,C01,1.0,Car<=3.5T,Female,Home-Work,SeatBelt,Yes,,,Unknown,1963
201800010460,D01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1995
201800010460,D01,2.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1933
201800010460,E01,1.0,Car<=3.5T,Female,Home-Work,SeatBelt,Yes,,,Unknown,1993
201800010462,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,
201800010462,A01,4.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1981
201800010462,B01,1.0,Car<=3.5T,Female,Home-Work,SeatBelt,Yes,,,Unknown,1997
201800010462,C01,1.0,Car<=3.5T,Female,Home-Work,SeatBelt,Yes,,,Unknown,1990
201800010462,D01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,Unknown,1968
201800010462,E01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1942
201800010462,E01,7.0,Car<=3.5T,Male,Leisure,ChildrenDevice,Yes,,,Unknown,2011
201800010462,E01,9.0,Car<=3.5T,Female,Leisure,ChildrenDevice,Yes,,,Unknown,2010
201800010462,F01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1972
201800010462,F01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1964
201800010462,G01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,Unknown,1972
201800010463,A01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,Unknown,1991
201800010464,A01,1.0,Car<=3.5T,Female,Home-Work,SeatBelt,Yes,,,Unknown,1989
201800010464,B01,1.0,Car<=3.5T,Female,,SeatBelt,Yes,,,Unknown,1994
201800010464,B01,2.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1989
201800010464,B01,2.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1928
201800010465,A01,1.0,Motorbike>125cm3,Male,Leisure,Helmet,Yes,,,Unknown,1996
201800010465,A01,2.0,Motorbike>125cm3,Male,Leisure,Helmet,Yes,,,Unknown,1995
201800010466,A01,1.0,Utility,Female,Home-Work,SeatBelt,Yes,,,Unknown,1964
201800010466,B01,1.0,Motorbike_50cm3-125cm3,Male,Home-Work,Helmet,Yes,,,Unknown,1982
201800010467,A01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1960
201800010467,B01,1.0,Motorbike>125cm3,Male,Leisure,Helmet,Yes,,,Unknown,
201800010468,A01,1.0,Motorbike>125cm3,Male,Leisure,Helmet,Yes,,,Unknown,1954
201800010469,A01,1.0,Car<=3.5T,Female,Home-Work,SeatBelt,Yes,,,Unknown,1966
201800010470,A01,1.0,Utility,Male,Leisure,SeatBelt,Yes,,,Unknown,1965
201800010470,A01,2.0,Utility,Female,Leisure,SeatBelt,Yes,,,Unknown,1961
201800010470,A01,7.0,Utility,Male,Leisure,SeatBelt,Yes,,,Unknown,1924
201800010471,A01,1.0,Utility,Male,Professional,SeatBelt,Yes,,,Unknown,1927
201800010472,A01,1.0,Coach,Male,Professional,SeatBelt,Yes,,,Unknown,1959
201800010472,A01,2.0,Coach,Male,Leisure,SeatBelt,Yes,,,Unknown,2002
201800010472,A01,9.0,Coach,Male,Leisure,SeatBelt,Yes,,,Unknown,2005
201800010473,A01,1.0,Truck+SemiTrailer,Male,Professional,SeatBelt,Yes,,,Unknown,1998
201800010473,B01,1.0,Truck+SemiTrailer,Male,Professional,SeatBelt,Yes,,,Unknown,1984
201800010474,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1977
201800010474,A01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1948
201800010474,A01,7.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,2002
201800010474,A01,9.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,2004
201800010475,A01,1.0,Car<=3.5T,Female,Other,SeatBelt,Yes,,,Unknown,1964
201800010476,A01,1.0,Car<=3.5T,Female,Other,SeatBelt,Yes,,,Unknown,1951
201800010477,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1926
201800010478,A01,1.0,Motorbike>125cm3,Male,Leisure,Helmet,Yes,,,Unknown,1971
201800010478,A01,2.0,Motorbike>125cm3,Female,Leisure,Helmet,Yes,,,Unknown,1952
201800010479,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1979
201800010479,A01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1975
201800010479,A01,3.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,2007
201800010479,B01,1.0,LargeCar+Trailer>3.5T,Male,Professional,SeatBelt,Yes,,,Unknown,1975
201800010480,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1946
201800010481,A01,1.0,Moped,Male,Home-School,Helmet,Yes,,,Unknown,2003
201800010482,A01,1.0,Utility,Male,Home-Work,SeatBelt,Yes,,,Unknown,1988
201800010482,B01,1.0,Scooter_50cm3-125cm3,Male,,Helmet,Yes,,,Unknown,1969
201800010483,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1929
201800010483,B01,1.0,Bicycle,Male,Leisure,Helmet,Yes,,,Unknown,1971
201800010484,A01,1.0,Car<=3.5T,Female,Professional,SeatBelt,Yes,,,Unknown,1929
201800010484,B01,1.0,Scooter>125cm3,Male,Home-Work,Helmet,Yes,,,Unknown,1959
201800010484,B01,2.0,Scooter>125cm3,Female,Home-Work,Helmet,Yes,,,Unknown,1972
201800010485,A01,1.0,Car<=3.5T,Female,Home-Work,SeatBelt,Yes,,,Unknown,1981
201800010486,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1968
201800010486,A01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1967
201800010487,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1974
201800010487,A01,2.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1952
201800010488,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1993
201800010488,A01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,No,,,Unknown,1933
201800010488,A01,3.0,Car<=3.5T,Male,Leisure,ChildrenDevice,Yes,,,Unknown,2013
201800010489,A01,1.0,Utility,Female,Leisure,SeatBelt,Yes,,,Unknown,1962
201800010489,A01,2.0,Utility,Male,,SeatBelt,Yes,,,Unknown,
201800010489,B01,1.0,Utility,Female,Leisure,SeatBelt,Yes,,,Unknown,1974
201800010489,B01,2.0,Utility,Male,,SeatBelt,Yes,,,Unknown,1973
201800010489,B01,6.0,Utility,Female,Leisure,SeatBelt,Yes,,,Unknown,1923
201800010489,B01,7.0,Utility,Female,Leisure,SeatBelt,Yes,,,Unknown,2007
201800010489,C01,1.0,Utility,Female,Leisure,SeatBelt,Yes,,,Unknown,1981
201800010489,C01,2.0,Utility,Male,Leisure,SeatBelt,Yes,,,Unknown,1944
201800010489,C01,7.0,Utility,Female,Leisure,SeatBelt,Yes,,,Unknown,
201800010489,C01,9.0,Utility,Female,,SeatBelt,Yes,,,Unknown,2010
201800010490,A01,1.0,Truck+SemiTrailer,Male,Professional,SeatBelt,Yes,,,Unknown,1997
201800010490,B01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1927
201800010490,C01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1973
201800010490,C01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1947
201800010491,A01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1949
201800010491,A01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1946
201800010492,A01,1.0,Truck+SemiTrailer,Male,Professional,SeatBelt,Yes,,,Unknown,1962
201800010493,A01,1.0,Car<=3.5T,Female,Professional,SeatBelt,Yes,,,Unknown,1938
201800010494,A01,1.0,Truck+SemiTrailer,Male,Professional,ChildrenDevice,,,,Unknown,1995
201800010494,B01,1.0,Truck+SemiTrailer,Female,Professional,ChildrenDevice,,,,Unknown,1938
201800010494,C01,1.0,Truck+SemiTrailer,Male,Professional,ChildrenDevice,,,,Unknown,1942
201800010495,A01,1.0,LargeCar_3.5T-7.5T,Male,Professional,SeatBelt,Yes,,,Unknown,1975
201800010495,B01,1.0,Truck+SemiTrailer,Male,Professional,SeatBelt,Yes,,,Unknown,1953
201800010496,A01,1.0,Truck+SemiTrailer,Male,Professional,SeatBelt,Yes,,,Unknown,1969
201800010496,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1949
201800010496,B01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1952
201800010498,A01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,Unknown,1994
201800010498,B01,1.0,LargeCar_3.5T-7.5T,Male,Professional,SeatBelt,Yes,,,Unknown,1994
201800010499,A01,1.0,QuadBike>50cm3,Male,Leisure,Helmet,No,,,Unknown,2002
201800010499,A01,2.0,QuadBike>50cm3,Male,Leisure,Helmet,No,,,Unknown,2002
201800010499,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1961
201800010499,B01,2.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1929
201800010499,B01,7.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,
201800010502,A01,1.0,Car<=3.5T,Female,,SeatBelt,Yes,,,Unknown,1999
201800010502,B01,1.0,Car<=3.5T,Female,,SeatBelt,Yes,,,Unknown,1949
201800010503,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1936
201800010504,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1931
201800010504,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1978
201800010504,B01,2.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1981
201800010505,A01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1984
201800010505,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1946
201800010506,A01,1.0,Motorbike>125cm3,Male,,Helmet,Yes,,,Unknown,1966
201800010506,B01,1.0,Tractor,Male,Professional,SeatBelt,Yes,,,Unknown,1993
201800010508,A01,1.0,Moped,Male,Leisure,Helmet,Yes,,,Unknown,2000
201800010508,B01,1.0,Car<=3.5T,Female,Home-Work,SeatBelt,Yes,,,Unknown,1953
201800010509,A01,1.0,Bicycle,Male,Leisure,Helmet,Yes,,,Unknown,1952
201800010509,B01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1969
201800010510,A01,1.0,Car<=3.5T,Male,Other,SeatBelt,Unknown,,,Unknown,1971
201800010510,A01,,Car<=3.5T,Male,Leisure,Helmet,,OnLane<=OnSidewalk0mCrossing,Playing,WithSomebody,2016
201800010511,A01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1997
201800010511,A01,,Car<=3.5T,Male,Leisure,Helmet,,OnLane<=OnSidewalk0mCrossing,Playing,Alone,1972
201800010512,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1963
201800010512,B01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1964
201800010513,A01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1926
201800010513,B01,1.0,Moped,Male,,Helmet,Yes,,,Unknown,2001
201800010514,A01,1.0,Motorbike>125cm3,Male,,Helmet,Yes,,,Unknown,1990
201800010514,B01,1.0,Truck+SemiTrailer,Male,Professional,SeatBelt,Yes,,,Unknown,1976
201800010515,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1932
201800010515,A01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1990
201800010516,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1935
201800010516,B01,1.0,LargeCar>7.5T,Male,Professional,SeatBelt,Yes,,,Unknown,1951
201800010517,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1943
201800010517,A01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1935
201800010517,A01,7.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,2013
201800010517,A01,8.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,2014
201800010517,A01,9.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,2008
201800010518,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1945
201800010518,A01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1946
201800010518,A01,7.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1934
201800010518,A01,9.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1996
201800010519,A01,1.0,Car<=3.5T,Male,Home-School,SeatBelt,Yes,,,Unknown,1924
201800010519,B01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,Unknown,1959
201800010520,A01,1.0,Moped,Male,Leisure,Helmet,Yes,,,Unknown,2003
201800010520,B01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1945
201800010522,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1936
201800010522,A01,2.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1969
201800010522,A01,9.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,Unknown,1930
201800010523,A01,1.0,Car<=3.5T,Female,,SeatBelt,Yes,,,Unknown,1986
201800010523,A01,,Car<=3.5T,Female,,Helmet,,OnCrossingWithoutLights,Crossing,Alone,1943
201800010524,A01,1.0,Motorbike>125cm3,Male,,Helmet,Yes,,,Unknown,1985
201800010525,A01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,Unknown,1997
201800010525,B01,1.0,LargeCar+Trailer>3.5T,Male,Professional,SeatBelt,Yes,,,Unknown,1952
201800010527,A01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,Unknown,1965
201800010527,A01,,Car<=3.5T,Female,Home-Work,Other,Unknown,OnCrossingWithoutLights,Crossing,Alone,1959
201800010528,A01,1.0,Scooter<50cm3,Male,Home-Work,Helmet,Yes,,,Unknown,2001
201800010528,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1994
201800010529,B01,1.0,Bicycle,Male,Home-School,Helmet,No,,,Unknown,2003
201800010529,B01,2.0,Bicycle,Male,Home-School,Other,No,,,Unknown,2003
201800010529,C01,1.0,LargeCar_3.5T-7.5T,Male,Professional,SeatBelt,Yes,,,Unknown,1971
201800010530,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1959
201800010530,B01,1.0,Bicycle,Male,Leisure,Other,No,,,Unknown,1954
201800010531,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,Unknown,1960
201800010531,B01,1.0,Scooter_50cm3-125cm3,Male,Shopping,Helmet,Yes,,,Unknown,1962
201800010531,B01,2.0,Scooter_50cm3-125cm3,Female,,Helmet,Yes,,,Unknown,1959
201800010532,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,
201800010532,B01,1.0,Motorbike>125cm3,Male,Professional,Helmet,Yes,,,,1979
201800010533,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,1941
201800010533,A01,,Car<=3.5T,Female,Leisure,ChildrenDevice,,OnCrossingWithLigths,Crossing,WithSomebody,1948
201800010534,A01,1.0,Motorbike>125cm3,Male,Home-Work,Helmet,Yes,,,,1996
201800010534,B01,1.0,Car<=3.5T,Female,Other,SeatBelt,Yes,,,,1940
201800010535,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,1971
201800010535,B01,1.0,Scooter_50cm3-125cm3,Male,Leisure,Helmet,Yes,,,,1994
201800010536,A01,1.0,Motorbike_50cm3-125cm3,Male,Leisure,Helmet,Yes,,,,1981
201800010536,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,1966
201800010536,B01,2.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,,1967
201800010537,A01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,,1984
201800010537,A01,,Car<=3.5T,Female,Home-School,ChildrenDevice,,OnCrossingWithLigths,Covered,Alone,1921
201800010538,A01,1.0,Motorbike>125cm3,Male,Leisure,Helmet,Yes,,,,1992
201800010538,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,1977
201800010538,B01,2.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,1969
201800010540,A01,1.0,LargeCar_3.5T-7.5T,Male,,SeatBelt,Yes,,,,1948
201800010542,A01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,Unknown,1960
201800010542,A01,,Car<=3.5T,Female,,ChildrenDevice,,OnLane>OnSidewalk0mCrossing,Crossing,Alone,1977
201800010543,A01,1.0,Bicycle,Male,,ChildrenDevice,,,,,1984
201800010543,B01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,,1948
201800010544,A01,1.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,,1955
201800010544,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,1988
201800010544,B01,2.0,Car<=3.5T,Female,Leisure,Other,Yes,,,,1988
201800010544,B01,2.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,2015
201800010544,B01,3.0,Car<=3.5T,Female,Leisure,SeatBelt,Yes,,,,2012
201800010544,B01,5.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,2014
201800010544,C01,1.0,Car<=3.5T,Female,,SeatBelt,Yes,,,,1956
201800010546,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,1985
201800010547,A01,1.0,Car<=3.5T,Female,,SeatBelt,Yes,,,,1969
201800010547,B01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,,
201800010547,C01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,,1999
201800010547,D01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,,1953
201800010548,A01,1.0,Car<=3.5T,Male,,SeatBelt,Yes,,,,1996
201800010548,A01,2.0,Car<=3.5T,Female,,SeatBelt,Yes,,,,1928
201800010548,B01,1.0,Car<=3.5T,Male,Home-Work,SeatBelt,Yes,,,,1935
201800010549,A01,1.0,Motorbike>125cm3,Male,Leisure,Helmet,Yes,,,,1979
201800010549,B01,1.0,Utility,Male,Home-Work,SeatBelt,Yes,,,,1971
201800010550,A01,1.0,Utility,Male,Professional,SeatBelt,Yes,,,,1996
201800010550,B01,1.0,Scooter<50cm3,Male,Leisure,Helmet,Yes,,,,2001
201800010551,A01,2.0,Scooter<50cm3,Male,Leisure,Helmet,Yes,,,,
201800010551,B01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,Yes,,,,1990
201800010552,A01,1.0,Bicycle,Male,Home-Work,Helmet,Yes,,,,1940
201800010552,X01,1.0,Car<=3.5T,Male,Leisure,ChildrenDevice,,,,,1977
201800010553,A01,1.0,Car<=3.5T,Male,Leisure,SeatBelt,No,,,,2000
201800010553,A01,,Car<=3.5T,Male,Leisure,Other,No,,Crossing,Alone,1972
