AccidentId,RoadType,Circulation,LaneNumber,SpecialLane,Slope,Layout,SurfaceCondition,Infrastructure,Localization,SchoolNear
201800013666,Departamental,TwoWay,2,0,Flat,LeftCurve,Affected,Unknown,Lane,Missing
201800013668,Communal,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800013669,Departamental,Unknown,2,0,Flat,LeftCurve,Normal,Intersection,Lane,Missing
201800013671,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800013673,Departamental,DividedHighway,2,Bike,Flat,Straight,Normal,Unknown,Lane,Missing
201800013674,Communal,OneWay,1,0,Uphill,Straight,Missing,Unknown,Lane,Missing
201800013675,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013677,Departamental,TwoWay,2,Bike,Flat,Straight,Normal,Unknown,BikeLane,Missing
201800013678,Departamental,TwoWay,2,SeparatedBike,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013680,Departamental,TwoWay,2,0,Uphill,RightCurve,Normal,Interchange,Lane,Missing
201800013681,Departamental,TwoWay,2,0,Uphill,Missing,Normal,Unknown,Lane,Missing
201800013682,Departamental,OneWay,1,0,Flat,Missing,Normal,Intersection,Lane,Missing
201800013684,Departamental,OneWay,1,Bike,Flat,Straight,Missing,Unknown,Lane,Missing
201800013686,Private,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013690,Departamental,TwoWay,2,0,Flat,Straight,Normal,Missing,Lane,Missing
201800013691,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013692,Departamental,TwoWay,2,0,Flat,RightCurve,Normal,Intersection,Lane,Missing
201800013694,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800013695,Departamental,TwoWay,2,0,Flat,Straight,Unknown,Unknown,Lane,Missing
201800013696,Departamental,DividedHighway,4,0,Flat,Missing,Normal,Unknown,Lane,Missing
201800013697,Departamental,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Lane,Missing
201800013698,Departamental,TwoWay,2,0,Uphill,Straight,Missing,Unknown,Lane,Missing
201800013701,Departamental,Unknown,2,0,Flat,LeftCurve,Normal,Unknown,Lane,Missing
201800013703,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Intersection,Lane,Missing
201800013704,Communal,TwoWay,2,0,TopHill,Straight,Normal,Unknown,Lane,Missing
201800013705,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013708,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Bridge,Lane,Missing
201800013710,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800013711,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013712,Departamental,TwoWay,2,0,Uphill,RightCurve,Missing,Unknown,Shoulder,Missing
201800013714,Departamental,TwoWay,2,0,Flat,Straight,Normal,Missing,Lane,Missing
201800013715,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013716,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Tunnel,Lane,Missing
201800013719,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013721,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Lane,Missing
201800013722,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013723,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013725,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013726,Departamental,TwoWay,2,0,Flat,Missing,Affected,Unknown,Lane,Missing
201800013729,Other,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013730,Departamental,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Lane,Missing
201800013731,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013732,Other,TwoWay,2,0,Flat,Straight,Other,Unknown,Lane,Missing
201800013733,Unknown,TwoWay,2,0,Uphill,LeftCurve,Affected,Unknown,Lane,Missing
201800013734,Departamental,TwoWay,2,0,Flat,Straight,Normal,Missing,Lane,Missing
201800013735,Departamental,TwoWay,2,0,Uphill,Straight,Affected,Missing,Lane,Missing
201800013737,Communal,TwoWay,2,0,Uphill,LeftCurve,Normal,Tunnel,Lane,Missing
201800013738,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013740,Communal,OneWay,1,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013742,Unknown,OneWay,1,0,Uphill,Unknown,Normal,Unknown,Lane,Missing
201800013743,Departamental,TwoWay,4,0,Uphill,Straight,Missing,Unknown,Lane,Missing
201800013744,Communal,TwoWay,2,0,Uphill,S-Shape,Normal,Unknown,Lane,Missing
201800013745,Departamental,TwoWay,2,0,Flat,Straight,Dangerous,Unknown,Lane,Missing
201800013748,Departamental,DividedHighway,4,Reserved,Uphill,Straight,Missing,Intersection,Lane,Missing
201800013749,Unknown,DividedHighway,2,0,Flat,Straight,Normal,Unknown,BikeLane,Missing
201800013750,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Missing
201800013751,Unknown,DividedHighway,2,0,Uphill,RightCurve,Other,Unknown,Lane,Missing
201800013752,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800013754,Departamental,TwoWay,2,0,Flat,Missing,Normal,Unknown,Lane,Missing
201800013755,Unknown,TwoWay,2,0,Flat,Straight,Normal,Missing,Lane,Missing
201800013756,Unknown,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800013757,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Shoulder,Missing
201800013758,Communal,TwoWay,2,0,Uphill,RightCurve,Affected,Unknown,Lane,Missing
201800013760,Departamental,DividedHighway,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013761,Departamental,TwoWay,2,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800013764,Departamental,TwoWay,2,0,Uphill,RightCurve,Normal,Missing,Lane,Missing
201800013765,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800013766,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Shoulder,Missing
201800013767,Departamental,TwoWay,2,0,TopHill,LeftCurve,Normal,Missing,Shoulder,Missing
201800013768,Unknown,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800013770,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Missing,Lane,Missing
201800013772,Unknown,TwoWay,2,0,Uphill,RightCurve,Normal,Bridge,Lane,Missing
201800013773,Unknown,TwoWay,2,0,Uphill,RightCurve,Normal,Missing,Lane,Missing
201800013774,Unknown,TwoWay,2,0,Flat,Unknown,Normal,Unknown,Lane,Missing
201800013775,Unknown,TwoWay,2,0,Flat,S-Shape,Normal,Unknown,Lane,Missing
201800013778,Unknown,TwoWay,2,0,Uphill,RightCurve,Normal,Unknown,Lane,Missing
201800013779,Unknown,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013781,Unknown,TwoWay,2,0,Uphill,RightCurve,Affected,Unknown,Lane,Missing
201800013782,Unknown,TwoWay,2,0,TopHill,Straight,Affected,Unknown,Shoulder,Missing
201800013783,Other,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800013784,Unknown,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800013785,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Shoulder,Missing
201800013786,National,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Lane,Missing
201800013787,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800013788,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Lane,Missing
201800013789,Departamental,TwoWay,2,0,Flat,S-Shape,Normal,Unknown,Shoulder,Missing
201800013790,Communal,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Shoulder,No
201800013791,Departamental,TwoWay,2,0,TopHill,Straight,Normal,Unknown,Lane,Missing
201800013792,Departamental,TwoWay,2,0,Flat,Straight,Missing,Unknown,Shoulder,No
201800013793,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013794,Departamental,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Lane,Missing
201800013796,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Lane,No
201800013797,National,TwoWay,2,0,Uphill,Missing,Normal,Unknown,Lane,Missing
201800013799,Departamental,TwoWay,2,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800013800,Departamental,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Lane,Missing
201800013801,Communal,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Lane,Missing
201800013804,Departamental,TwoWay,2,0,Flat,Straight,Unknown,Unknown,Lane,Missing
201800013805,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Lane,Missing
201800013806,Communal,TwoWay,2,0,Uphill,S-Shape,Affected,Unknown,Lane,Missing
201800013807,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Lane,Missing
201800013808,Departamental,TwoWay,2,0,Flat,Missing,Normal,Unknown,Lane,Missing
201800013809,Communal,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,No
201800013811,Departamental,TwoWay,3,0,Flat,Straight,Missing,Unknown,Lane,Missing
201800013812,Communal,TwoWay,2,0,Flat,Straight,Affected,Intersection,Lane,Missing
201800013813,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013814,Departamental,TwoWay,2,0,Uphill,Straight,Affected,Unknown,Lane,Missing
201800013815,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013819,Communal,TwoWay,2,0,Flat,RightCurve,Missing,Unknown,Lane,Missing
201800013821,Departamental,TwoWay,2,0,Flat,Missing,Normal,Unknown,Lane,Missing
201800013822,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Sidewalk,No
201800013823,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800013824,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013825,Communal,TwoWay,2,0,Flat,Straight,Normal,Missing,Lane,Missing
201800013826,Departamental,TwoWay,2,0,Flat,Missing,Affected,Intersection,Lane,Missing
201800013827,Communal,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Shoulder,No
201800013830,Departamental,TwoWay,2,0,Flat,Straight,Normal,Missing,Lane,Missing
201800013831,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013832,Departamental,TwoWay,2,0,Uphill,RightCurve,Normal,Unknown,Shoulder,No
201800013833,Departamental,TwoWay,2,0,Flat,RightCurve,Normal,Missing,Shoulder,Missing
201800013834,Communal,TwoWay,2,0,Flat,Straight,Affected,Missing,Lane,Missing
201800013835,Departamental,TwoWay,2,0,Uphill,Straight,Missing,Unknown,Shoulder,Missing
201800013837,Other,TwoWay,2,0,Flat,Missing,Normal,PedestrianZone,Lane,Missing
201800013840,Departamental,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,No
201800013841,Departamental,TwoWay,2,0,Uphill,Missing,Affected,Unknown,Sidewalk,Missing
201800013842,Departamental,TwoWay,2,0,Flat,Missing,Normal,Unknown,Lane,Missing
201800013843,Departamental,TwoWay,2,0,Uphill,LeftCurve,Missing,Unknown,Shoulder,Missing
201800013846,Departamental,DividedHighway,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013847,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013849,Communal,TwoWay,2,0,Uphill,Straight,Normal,Intersection,Lane,Missing
201800013850,Departamental,TwoWay,2,0,Flat,Unknown,Normal,Unknown,Lane,Missing
201800013851,Departamental,TwoWay,2,0,Flat,Straight,Normal,Missing,Lane,Missing
201800013852,Departamental,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,No
201800013853,Departamental,TwoWay,2,0,Flat,Missing,Other,Unknown,Shoulder,No
201800013855,Other,TwoWay,1,0,Flat,Missing,Normal,Unknown,Lane,Missing
201800013856,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013858,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013859,Communal,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Shoulder,No
201800013860,Departamental,TwoWay,2,0,BottomHill,Straight,Normal,Unknown,Lane,Missing
201800013861,Departamental,TwoWay,2,0,Flat,LeftCurve,Affected,Unknown,Shoulder,Missing
201800013862,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013865,Departamental,TwoWay,2,0,Flat,Straight,Affected,Missing,Shoulder,Missing
201800013869,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013870,Departamental,TwoWay,2,0,Flat,Missing,Affected,Unknown,Lane,Missing
201800013871,Communal,TwoWay,2,0,Flat,Straight,Normal,Missing,Lane,Missing
201800013875,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013876,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Sidewalk,Missing
201800013877,Departamental,TwoWay,2,0,Flat,Unknown,Normal,Unknown,Lane,Missing
201800013879,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Missing,Lane,Missing
201800013880,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013881,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800013882,Other,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,No
201800013886,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013887,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800013888,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013889,Other,TwoWay,2,0,Flat,Straight,Normal,Intersection,Lane,Missing
201800013891,Departamental,TwoWay,2,0,Uphill,Straight,Affected,Unknown,Lane,Missing
201800013892,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013896,Departamental,TwoWay,2,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800013897,Other,TwoWay,2,0,Flat,Straight,Affected,Missing,Shoulder,Missing
201800013900,Departamental,TwoWay,2,0,Flat,RightCurve,Missing,Unknown,Lane,Missing
201800013902,Departamental,TwoWay,3,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013903,Departamental,TwoWay,2,0,Uphill,S-Shape,Missing,Unknown,Shoulder,Missing
201800013904,Communal,TwoWay,2,0,Uphill,Straight,Normal,Missing,Lane,Missing
201800013905,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013906,Departamental,TwoWay,2,0,Flat,Missing,Affected,Unknown,Lane,Missing
201800013907,Departamental,TwoWay,2,0,Flat,Unknown,Normal,Unknown,Sidewalk,Missing
201800013908,Communal,TwoWay,2,0,Flat,RightCurve,Other,Missing,Lane,Missing
201800013910,Departamental,TwoWay,2,0,Uphill,Straight,Affected,Unknown,Shoulder,No
201800013911,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,No
201800013916,Other,TwoWay,2,0,Uphill,Straight,Affected,Missing,Lane,Missing
201800013917,Departamental,TwoWay,2,0,BottomHill,Straight,Normal,Unknown,Lane,Missing
201800013918,Departamental,Unknown,2,0,Flat,Straight,Normal,Unknown,Sidewalk,Missing
201800013919,Departamental,TwoWay,2,0,Uphill,RightCurve,Normal,Bridge,Shoulder,Missing
201800013920,Departamental,TwoWay,2,0,Flat,Straight,Normal,Intersection,Lane,Missing
201800013923,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Shoulder,Missing
201800013925,Departamental,Unknown,2,0,Uphill,Straight,Normal,Unknown,Shoulder,Missing
201800013927,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800013931,Departamental,TwoWay,2,0,TopHill,RightCurve,Normal,Unknown,Lane,Missing
201800013932,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013933,Departamental,TwoWay,2,0,Flat,Missing,Affected,Missing,Shoulder,Missing
201800013934,Departamental,TwoWay,2,0,Flat,Unknown,Affected,Unknown,Lane,Missing
201800013935,Departamental,TwoWay,2,0,Uphill,Unknown,Affected,Missing,Lane,Missing
201800013936,Other,TwoWay,2,SeparatedBike,Flat,Straight,Other,Unknown,Shoulder,Missing
201800013937,Departamental,TwoWay,2,0,Flat,Straight,Affected,Unknown,Shoulder,Missing
201800013938,Departamental,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800013939,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Shoulder,Missing
201800013940,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800013941,Communal,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Lane,Missing
201800013943,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800013944,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013945,National,TwoWay,2,0,Flat,Missing,Missing,Unknown,Shoulder,Missing
201800013946,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800013949,Departamental,TwoWay,2,0,Flat,Straight,Normal,Intersection,Lane,Missing
201800013950,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Lane,Missing
201800013953,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800013954,Departamental,TwoWay,2,0,Flat,Straight,Missing,Unknown,Lane,Missing
201800013955,Departamental,TwoWay,2,0,TopHill,Missing,Normal,Intersection,Lane,Missing
201800013956,Communal,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800013958,Departamental,TwoWay,2,0,Flat,Straight,Normal,Intersection,Lane,Missing
201800013959,Departamental,TwoWay,2,0,Flat,Missing,Affected,Unknown,Shoulder,Missing
201800013962,Departamental,TwoWay,2,0,Flat,Unknown,Normal,Unknown,Lane,Missing
201800013964,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013966,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013968,Departamental,TwoWay,2,0,Uphill,Missing,Normal,Unknown,Shoulder,Missing
201800013971,National,DividedHighway,4,0,Flat,RightCurve,Normal,Interchange,Shoulder,Missing
201800013972,Departamental,TwoWay,2,0,Uphill,Missing,Normal,Unknown,Lane,Missing
201800013973,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800013974,Departamental,TwoWay,2,0,BottomHill,LeftCurve,Normal,Unknown,Lane,Missing
201800013975,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Shoulder,Missing
201800013976,National,DividedHighway,4,0,Flat,Straight,Normal,Interchange,Shoulder,Missing
201800013979,Departamental,Unknown,2,0,Uphill,LeftCurve,Affected,Unknown,Shoulder,Missing
201800013982,Departamental,TwoWay,2,0,Flat,Straight,Normal,Intersection,Lane,Missing
201800013983,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Lane,Missing
201800013985,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800013986,Departamental,TwoWay,2,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800013987,Departamental,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800013988,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800013989,Communal,OneWay,1,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800013990,Departamental,TwoWay,2,0,BottomHill,Missing,Other,Unknown,Shoulder,Missing
201800013991,Departamental,TwoWay,2,0,Flat,Straight,Normal,Missing,Lane,Missing
201800013992,National,OneWay,1,0,Uphill,RightCurve,Affected,Interchange,Lane,Missing
201800013993,Departamental,TwoWay,2,0,Uphill,Straight,Affected,Unknown,Shoulder,Missing
201800013994,Departamental,TwoWay,2,0,Uphill,Straight,Affected,Unknown,Shoulder,Missing
201800013995,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Bridge,Lane,Missing
201800013996,Departamental,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Shoulder,Missing
201800013998,Departamental,TwoWay,2,0,Flat,Missing,Normal,Unknown,Lane,Missing
201800014000,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800014004,Departamental,TwoWay,2,0,Flat,Missing,Normal,Intersection,Lane,Missing
201800014005,Departamental,TwoWay,2,0,Uphill,Straight,Affected,Unknown,Lane,Missing
201800014006,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800014008,Departamental,TwoWay,2,Reserved,Uphill,Straight,Normal,Unknown,Lane,Missing
201800014011,Departamental,Unknown,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,No
201800014012,Departamental,Unknown,2,0,Flat,RightCurve,Normal,Tunnel,Shoulder,Missing
201800014013,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800014015,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Sidewalk,No
201800014016,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,No
201800014017,Departamental,TwoWay,2,0,Flat,Straight,Affected,Railroad,Lane,No
201800014018,Communal,TwoWay,2,0,Uphill,Straight,Normal,Intersection,Lane,No
201800014019,Departamental,TwoWay,2,0,BottomHill,Straight,Normal,Unknown,Lane,No
201800014020,Departamental,TwoWay,2,0,Uphill,RightCurve,Affected,Unknown,Shoulder,No
201800014021,Departamental,TwoWay,2,0,TopHill,Straight,Normal,Unknown,Lane,No
201800014024,Departamental,TwoWay,2,0,Uphill,LeftCurve,Missing,Unknown,Lane,No
201800014025,Departamental,TwoWay,2,0,BottomHill,RightCurve,Normal,Unknown,Shoulder,No
201800014026,Departamental,TwoWay,2,0,Flat,Straight,Normal,Missing,Shoulder,Missing
201800014027,Departamental,Unknown,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800014029,Other,OneWay,1,0,Flat,RightCurve,Normal,Unknown,Shoulder,Missing
201800014031,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800014032,Communal,DividedHighway,2,0,Flat,Straight,Normal,Intersection,Shoulder,Missing
201800014033,PublicParking,Unknown,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800014035,Communal,TwoWay,2,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800014036,Communal,TwoWay,2,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800014037,Other,OneWay,1,0,Flat,LeftCurve,Normal,Missing,Shoulder,Missing
201800014038,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Shoulder,Missing
201800014039,Other,DividedHighway,4,Bike,Flat,Straight,Normal,Bridge,Shoulder,Missing
201800014040,Departamental,TwoWay,2,0,Flat,Straight,Affected,Unknown,Shoulder,Missing
201800014041,Communal,TwoWay,2,0,Flat,Straight,Normal,PedestrianZone,Shoulder,Missing
201800014042,Departamental,Unknown,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800014046,Communal,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Shoulder,Missing
201800014048,Departamental,TwoWay,0,0,Uphill,RightCurve,Affected,Unknown,Shoulder,Missing
201800014049,Departamental,OneWay,2,0,Flat,RightCurve,Normal,Unknown,Shoulder,Missing
201800014054,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800014056,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800014057,Communal,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Lane,Missing
201800014058,Departamental,TwoWay,2,0,Flat,LeftCurve,Affected,Unknown,Shoulder,Missing
201800014059,Communal,TwoWay,2,0,Flat,Straight,Missing,Unknown,Lane,Missing
201800014060,Departamental,TwoWay,1,0,Flat,Straight,Normal,Missing,Unknown,Missing
201800014061,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800014064,Departamental,TwoWay,2,0,Flat,Straight,Missing,Intersection,Lane,Missing
201800014065,Communal,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800014067,Departamental,OneWay,1,0,Uphill,RightCurve,Normal,Missing,Unknown,Missing
201800014068,Departamental,TwoWay,2,0,Uphill,RightCurve,Unknown,Unknown,Lane,Missing
201800014069,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Lane,Missing
201800014071,Departamental,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800014072,National,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Shoulder,Missing
201800014073,National,TwoWay,2,0,TopHill,S-Shape,Normal,Unknown,Lane,Missing
201800014074,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Missing,Lane,No
201800014075,National,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800014078,National,TwoWay,2,0,Flat,LeftCurve,Affected,Unknown,Lane,No
201800014079,Departamental,TwoWay,2,0,Flat,Straight,Missing,Intersection,Lane,Missing
201800014080,Departamental,TwoWay,2,0,Uphill,RightCurve,Normal,Unknown,Lane,Missing
201800014081,National,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800014082,Communal,TwoWay,2,0,Uphill,RightCurve,Normal,Unknown,Lane,Missing
201800014083,National,TwoWay,2,0,Uphill,Missing,Normal,Unknown,Lane,Missing
201800014084,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800014085,Departamental,TwoWay,2,0,Uphill,S-Shape,Normal,Unknown,Lane,Missing
201800014087,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Shoulder,Missing
201800014089,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800014090,Departamental,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Lane,Missing
201800014091,Departamental,TwoWay,2,0,TopHill,LeftCurve,Normal,Missing,Lane,Missing
201800014092,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800014094,Departamental,TwoWay,2,0,Flat,Straight,Normal,Bridge,Lane,Missing
201800014098,Departamental,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800014099,Departamental,OneWay,2,0,Flat,Missing,Normal,Unknown,Lane,Missing
201800014100,Departamental,TwoWay,2,0,Flat,Missing,Normal,Missing,Lane,Missing
201800014101,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800014102,Departamental,TwoWay,2,0,Uphill,LeftCurve,Normal,Unknown,Lane,Missing
201800014103,Communal,TwoWay,1,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800014106,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800014107,Departamental,TwoWay,2,0,Flat,LeftCurve,Other,Unknown,Lane,Missing
201800014108,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800014109,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
