AccidentId,Direction,FixedObstacle,MobileObstacle,ImpactPoint,Maneuver_grouped
201800008725,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008726,Decreasing,Not_Applicable,Vehicle,LeftFront,SwerveTurn
201800008726,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008727,Decreasing,Not_Applicable,Pedestrian,RightFront,Turn
201800008729,Decreasing,Not_Applicable,Vehicle,LeftSide,Turn
201800008729,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008731,Increasing,Not_Applicable,Vehicle,LeftFront,Turn
201800008731,Increasing,Not_Applicable,Vehicle,LeftFront,Unknown
201800008734,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008734,Decreasing,Not_Applicable,Vehicle,Back,Straight
201800008735,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008735,Decreasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800008736,Increasing,Not_Applicable,Vehicle,RightFront,Turn
201800008736,Increasing,Not_Applicable,Vehicle,RightSide,Unknown
201800008737,Increasing,Not_Applicable,Vehicle,Front,LaneChange
201800008737,Decreasing,Not_Applicable,Vehicle,Front,Turn
201800008738,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008738,Increasing,Not_Applicable,Vehicle,Front,StoppedOrParked
201800008738,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800008739,Increasing,Not_Applicable,Vehicle,Front,LaneChange
201800008739,Increasing,Not_Applicable,Vehicle,Front,BusLane
201800008742,Increasing,Not_Applicable,Vehicle,Front,StoppedOrParked
201800008742,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008743,Increasing,Not_Applicable,Vehicle,LeftSide,Straight
201800008743,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800008745,Decreasing,Not_Applicable,Pedestrian,Front,Straight
201800008746,Decreasing,Not_Applicable,Vehicle,LeftFront,Turn
201800008746,Increasing,Not_Applicable,Vehicle,RightFront,LaneChange
201800008747,Increasing,Not_Applicable,Vehicle,LeftFront,SwerveTurn
201800008747,Increasing,Not_Applicable,Vehicle,LeftBack,Straight
201800008748,Increasing,SideWalkEdge,Not_Applicable,Unknown,Turn
201800008749,Decreasing,Not_Applicable,Vehicle,LeftSide,Straight
201800008749,Increasing,Not_Applicable,Vehicle,LeftSide,Unknown
201800008750,Increasing,Not_Applicable,Pedestrian,Front,Unknown
201800008752,Increasing,Not_Applicable,Pedestrian,Front,ModerateRisk
201800008753,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008753,Increasing,Not_Applicable,Vehicle,RightFront,Turn
201800008754,Increasing,Not_Applicable,Vehicle,Back,Straight
201800008757,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008757,Decreasing,Not_Applicable,Vehicle,RightSide,Turn
201800008758,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800008758,Increasing,Not_Applicable,Vehicle,LeftBack,StoppedOrParked
201800008760,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008760,Decreasing,Not_Applicable,Vehicle,Back,Straight
201800008761,Decreasing,DitchTalusOrRockyWall,Not_Applicable,RightSide,Straight
201800008762,Decreasing,Not_Applicable,Other,LeftFront,ModerateRisk
201800008762,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800008763,Increasing,Not_Applicable,Vehicle,LeftBack,SwerveTurn
201800008763,Increasing,Not_Applicable,Vehicle,Front,Overtake
201800008765,Increasing,Not_Applicable,Vehicle,LeftFront,Unknown
201800008765,Decreasing,Not_Applicable,Vehicle,LeftBack,Unknown
201800008766,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008766,Increasing,Not_Applicable,Vehicle,Back,Straight
201800008768,Decreasing,StationaryVehicle,Not_Applicable,Front,LaneChange
201800008769,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008769,Decreasing,Not_Applicable,Vehicle,Back,Straight
201800008770,Increasing,Not_Applicable,Vehicle,LeftFront,Turn
201800008770,Unknown,Not_Applicable,Vehicle,LeftFront,Turn
201800008771,Unknown,Not_Applicable,Vehicle,Front,LaneChange
201800008771,Decreasing,Not_Applicable,Vehicle,RightSide,LaneChange
201800008773,Increasing,Post,Not_Applicable,LeftSide,Straight
201800008774,Increasing,Not_Applicable,Vehicle,Front,Unknown
201800008774,Increasing,Not_Applicable,Vehicle,LeftFront,Unknown
201800008775,Decreasing,Not_Applicable,Vehicle,RightBack,Turn
201800008775,Decreasing,Not_Applicable,Vehicle,LeftSide,Turn
201800008776,Decreasing,StationaryVehicle,Not_Applicable,RightFront,Straight
201800008777,Decreasing,Not_Applicable,Vehicle,Front,Overtake
201800008777,Decreasing,Not_Applicable,Vehicle,LeftFront,ModerateRisk
201800008779,Decreasing,Not_Applicable,WildAnimal,LeftFront,Straight
201800008779,Decreasing,Not_Applicable,Vehicle,Back,Straight
201800008782,Increasing,Not_Applicable,Pedestrian,RightFront,Straight
201800008783,Increasing,Not_Applicable,Vehicle,Front,Turn
201800008783,Decreasing,Not_Applicable,Vehicle,LeftSide,Straight
201800008784,Increasing,Not_Applicable,Vehicle,Back,Straight
201800008784,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008786,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008786,Increasing,Not_Applicable,Vehicle,LeftFront,ModerateRisk
201800008787,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008787,Increasing,Not_Applicable,Vehicle,RightSide,Straight
201800008790,Increasing,Not_Applicable,Vehicle,LeftSide,ModerateRisk
201800008790,Decreasing,Not_Applicable,Vehicle,LeftBack,Straight
201800008793,Unknown,Not_Applicable,Vehicle,RightSide,ModerateRisk
201800008793,Unknown,Not_Applicable,Vehicle,LeftSide,Straight
201800008794,Increasing,Not_Applicable,Pedestrian,LeftFront,Straight
201800008795,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008795,Decreasing,Not_Applicable,Vehicle,LeftBack,Straight
201800008796,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008796,Decreasing,Not_Applicable,Vehicle,RightFront,Turn
201800008797,Increasing,Not_Applicable,Vehicle,Unknown,Unknown
201800008797,Decreasing,Not_Applicable,Vehicle,Unknown,Unknown
201800008799,Increasing,Not_Applicable,Vehicle,LeftBack,Straight
201800008799,Decreasing,Not_Applicable,Vehicle,Unknown,Straight
201800008802,Decreasing,StationaryVehicle,Not_Applicable,LeftFront,Straight
201800008803,Decreasing,Not_Applicable,Vehicle,LeftFront,ModerateRisk
201800008803,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008804,Increasing,StationaryVehicle,Vehicle,LeftFront,Overtake
201800008804,Increasing,Not_Applicable,Vehicle,RightBack,Straight
201800008805,Increasing,Not_Applicable,Vehicle,RightSide,Straight
201800008805,Increasing,Not_Applicable,Vehicle,LeftSide,Unknown
201800008808,Decreasing,Not_Applicable,Pedestrian,Front,LaneChange
201800008809,Decreasing,StationaryVehicle,Not_Applicable,LeftFront,ModerateRisk
201800008809,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800008810,Decreasing,Not_Applicable,Pedestrian,LeftFront,Straight
201800008812,Decreasing,Not_Applicable,Pedestrian,Front,Straight
201800008813,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008813,Increasing,Not_Applicable,Vehicle,LeftFront,Turn
201800008814,Increasing,StationaryVehicle,Pedestrian,LeftFront,SwerveTurn
201800008815,Decreasing,Not_Applicable,Vehicle,Front,Unknown
201800008815,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800008818,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008818,Decreasing,Not_Applicable,Vehicle,RightBack,Straight
201800008821,Decreasing,StationaryVehicle,Not_Applicable,Front,LaneChange
201800008821,Unknown,Not_Applicable,Vehicle,Front,LaneChange
201800008823,Increasing,Not_Applicable,Pedestrian,LeftFront,ModerateRisk
201800008824,Decreasing,Not_Applicable,Vehicle,LeftFront,Turn
201800008824,Decreasing,Not_Applicable,Vehicle,RightFront,BusLane
201800008825,Decreasing,Not_Applicable,Vehicle,Front,Overtake
201800008825,Decreasing,Not_Applicable,Vehicle,LeftSide,ModerateRisk
201800008826,Unknown,Not_Applicable,Vehicle,Front,SwerveTurn
201800008826,Unknown,Not_Applicable,Vehicle,LeftSide,Straight
201800008827,Increasing,Not_Applicable,Pedestrian,RightBack,Straight
201800008828,Decreasing,Not_Applicable,Vehicle,Front,Overtake
201800008828,Decreasing,Not_Applicable,Vehicle,LeftBack,Turn
201800008830,Increasing,Tree,Not_Applicable,Front,Straight
201800008831,Decreasing,Not_Applicable,Vehicle,RightBack,Straight
201800008831,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008832,Increasing,Not_Applicable,Vehicle,Front,Unknown
201800008832,Increasing,Not_Applicable,Vehicle,Back,Unknown
201800008833,Decreasing,Not_Applicable,Vehicle,LeftSide,LaneChange
201800008833,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008834,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008834,Increasing,Not_Applicable,Vehicle,Unknown,Turn
201800008835,Decreasing,Not_Applicable,Vehicle,RightFront,Turn
201800008835,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008835,Decreasing,Not_Applicable,Vehicle,RightBack,Straight
201800008838,Increasing,Not_Applicable,Vehicle,Front,Turn
201800008838,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008840,Increasing,Not_Applicable,Vehicle,Front,LaneChange
201800008841,Decreasing,Not_Applicable,Pedestrian,Front,Straight
201800008842,Increasing,Not_Applicable,Vehicle,LeftSide,Turn
201800008842,Increasing,Post,Not_Applicable,LeftSide,Straight
201800008843,Unknown,Not_Applicable,Vehicle,Front,Straight
201800008843,Unknown,Not_Applicable,Vehicle,Back,Turn
201800008844,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008844,Decreasing,Not_Applicable,Vehicle,Back,Straight
201800008845,Increasing,Not_Applicable,Pedestrian,LeftFront,Turn
201800008846,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008846,Decreasing,Not_Applicable,Vehicle,LeftBack,Straight
201800008847,Increasing,Not_Applicable,Vehicle,Front,SwerveTurn
201800008847,Increasing,Not_Applicable,Vehicle,LeftBack,Straight
201800008847,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008848,Increasing,Not_Applicable,Vehicle,Front,LaneChange
201800008848,Decreasing,Not_Applicable,Vehicle,LeftSide,Straight
201800008849,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008849,Decreasing,Not_Applicable,Vehicle,Front,HighRisk
201800008852,Decreasing,SideWalkEdge,Not_Applicable,Front,Unknown
201800008853,Decreasing,Not_Applicable,Vehicle,LeftFront,StoppedOrParked
201800008853,Decreasing,Not_Applicable,Vehicle,Unknown,Unknown
201800008854,Decreasing,Not_Applicable,Vehicle,LeftFront,Turn
201800008854,Decreasing,Not_Applicable,Vehicle,RightFront,Overtake
201800008856,Increasing,Not_Applicable,Vehicle,Front,Unknown
201800008856,Decreasing,Not_Applicable,Vehicle,Unknown,ModerateRisk
201800008857,Increasing,Not_Applicable,Vehicle,RightSide,Turn
201800008857,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008858,Increasing,StationaryVehicle,Vehicle,Front,Straight
201800008858,Increasing,Not_Applicable,Vehicle,Back,Straight
201800008861,Increasing,TrafficIslandRefugeOrMilestone,Vehicle,Unknown,Turn
201800008861,Increasing,Not_Applicable,Vehicle,Front,ModerateRisk
201800008862,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008862,Decreasing,Not_Applicable,Vehicle,RightBack,Straight
201800008863,Decreasing,Not_Applicable,Vehicle,RightFront,Unknown
201800008863,Increasing,Not_Applicable,Vehicle,LeftSide,Unknown
201800008864,Decreasing,Not_Applicable,Vehicle,Front,Unknown
201800008864,Unknown,Not_Applicable,Vehicle,RightBack,Unknown
201800008865,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008865,Decreasing,Post,Vehicle,Back,Straight
201800008866,Increasing,Not_Applicable,Vehicle,Front,ModerateRisk
201800008866,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008867,Unknown,Not_Applicable,Vehicle,LeftFront,Straight
201800008867,Unknown,Not_Applicable,Vehicle,RightBack,ModerateRisk
201800008868,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800008869,Increasing,StationaryVehicle,Vehicle,Front,BusLane
201800008869,Increasing,Not_Applicable,Vehicle,RightFront,Turn
201800008872,Decreasing,Tree,Not_Applicable,Unknown,Unknown
201800008873,Decreasing,Not_Applicable,Vehicle,RightFront,BusLane
201800008873,Decreasing,Not_Applicable,Vehicle,Unknown,Unknown
201800008877,Decreasing,Not_Applicable,Vehicle,LeftFront,Turn
201800008877,Decreasing,StationaryVehicle,Vehicle,Front,Overtake
201800008878,Increasing,Not_Applicable,Pedestrian,Back,Straight
201800008879,Increasing,Not_Applicable,Vehicle,Front,LaneChange
201800008879,Decreasing,Not_Applicable,Vehicle,LeftFront,ModerateRisk
201800008880,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008880,Decreasing,Not_Applicable,Vehicle,LeftBack,Straight
201800008882,Decreasing,Not_Applicable,Vehicle,RightFront,Straight
201800008882,Decreasing,Not_Applicable,Vehicle,LeftFront,StoppedOrParked
201800008883,Decreasing,Not_Applicable,Vehicle,RightSide,LaneChange
201800008883,Decreasing,Not_Applicable,Vehicle,LeftSide,Overtake
201800008885,Decreasing,BuildingWallOrPier,Not_Applicable,Front,SwerveTurn
201800008886,Unknown,Not_Applicable,Vehicle,LeftFront,Turn
201800008886,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008889,Increasing,Not_Applicable,Vehicle,RightSide,Turn
201800008889,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008890,Increasing,Not_Applicable,Vehicle,Unknown,Unknown
201800008890,Unknown,Not_Applicable,Vehicle,Unknown,Unknown
201800008891,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800008891,Increasing,Not_Applicable,Vehicle,LeftSide,Turn
201800008893,Increasing,Not_Applicable,Vehicle,Unknown,SwerveTurn
201800008893,Increasing,Not_Applicable,Vehicle,LeftFront,Turn
201800008895,Decreasing,Not_Applicable,Vehicle,RightFront,SwerveTurn
201800008895,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008897,Increasing,Not_Applicable,Pedestrian,Unknown,Straight
201800008898,Decreasing,Not_Applicable,Vehicle,LeftSide,Straight
201800008898,Increasing,Not_Applicable,Vehicle,LeftSide,Straight
201800008899,Unknown,Not_Applicable,Vehicle,Front,Turn
201800008899,Unknown,Not_Applicable,Vehicle,Front,Straight
201800008900,Unknown,Not_Applicable,Vehicle,Front,ModerateRisk
201800008900,Unknown,Not_Applicable,Vehicle,Back,Straight
201800008903,Increasing,ConcreteBarrier,Not_Applicable,Unknown,ModerateRisk
201800008905,Increasing,Not_Applicable,Vehicle,Front,Turn
201800008905,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800008906,Increasing,Not_Applicable,Pedestrian,LeftBack,StoppedOrParked
201800008907,Increasing,Not_Applicable,WildAnimal,RightSide,ModerateRisk
201800008907,Increasing,Not_Applicable,Vehicle,Front,ModerateRisk
201800008911,Decreasing,Not_Applicable,Vehicle,RightSide,LaneChange
201800008911,Decreasing,Not_Applicable,Vehicle,LeftFront,Unknown
201800008914,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008914,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008919,Increasing,Not_Applicable,Vehicle,Front,StoppedOrParked
201800008919,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800008921,Increasing,Not_Applicable,Vehicle,LeftSide,Turn
201800008921,Increasing,Not_Applicable,Vehicle,Front,Overtake
201800008922,Increasing,Not_Applicable,Vehicle,Back,Straight
201800008922,Increasing,Not_Applicable,Vehicle,Back,Straight
201800008923,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800008925,Increasing,Not_Applicable,Vehicle,Front,Turn
201800008925,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008927,Decreasing,Not_Applicable,Vehicle,LeftSide,Straight
201800008927,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008928,Decreasing,Not_Applicable,Pedestrian,Front,Straight
201800008929,Increasing,StationaryVehicle,Not_Applicable,LeftFront,Straight
201800008930,Increasing,Not_Applicable,Vehicle,RightFront,SwerveTurn
201800008930,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008931,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008931,Increasing,Not_Applicable,Vehicle,Unknown,Unknown
201800008932,Increasing,Not_Applicable,Vehicle,LeftFront,Turn
201800008932,Increasing,Not_Applicable,Vehicle,RightFront,Turn
201800008934,Increasing,Not_Applicable,Vehicle,LeftSide,Turn
201800008934,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008935,Increasing,Not_Applicable,Vehicle,LeftSide,SwerveTurn
201800008935,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008938,Decreasing,StationaryVehicle,Vehicle,Back,Straight
201800008940,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800008941,Increasing,Not_Applicable,Not_Applicable,Unknown,Turn
201800008942,Increasing,Not_Applicable,Vehicle,LeftSide,Unknown
201800008942,Increasing,Not_Applicable,Vehicle,Front,LaneChange
201800008943,Increasing,OtherInSidewalkOrShoulder,Not_Applicable,RightFront,Unknown
201800008944,Decreasing,StationaryVehicle,Vehicle,LeftFront,Unknown
201800008944,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008946,Unknown,Not_Applicable,Vehicle,LeftFront,ModerateRisk
201800008946,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800008947,Increasing,StationaryVehicle,Not_Applicable,Front,Straight
201800008948,Decreasing,Not_Applicable,Vehicle,RightFront,Straight
201800008948,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008950,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008952,Unknown,Not_Applicable,Pedestrian,Front,Straight
201800008953,Decreasing,Not_Applicable,Vehicle,Front,Turn
201800008953,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008954,Increasing,Not_Applicable,Not_Applicable,Unknown,Unknown
201800008956,Decreasing,Not_Applicable,Pedestrian,LeftFront,Turn
201800008958,Unknown,Not_Applicable,WildAnimal,Front,LaneChange
201800008958,Unknown,Not_Applicable,Vehicle,Front,LaneChange
201800008959,Decreasing,StationaryVehicle,Not_Applicable,RightSide,SwerveTurn
201800008959,Unknown,StationaryVehicle,Vehicle,LeftBack,StoppedOrParked
201800008959,Increasing,Not_Applicable,Vehicle,Unknown,Unknown
201800008960,Increasing,StationaryVehicle,Vehicle,LeftFront,LaneChange
201800008960,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800008960,Increasing,Not_Applicable,Not_Applicable,Unknown,StoppedOrParked
201800008961,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800008963,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008963,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008963,Decreasing,Not_Applicable,Vehicle,Front,StoppedOrParked
201800008964,Unknown,Not_Applicable,Vehicle,Unknown,Unknown
201800008964,Unknown,Not_Applicable,Vehicle,LeftFront,SwerveTurn
201800008965,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800008965,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008966,Decreasing,StationaryVehicle,Vehicle,LeftFront,Straight
201800008966,Decreasing,Not_Applicable,Vehicle,RightFront,Straight
201800008968,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800008970,Decreasing,Not_Applicable,Vehicle,Front,SwerveTurn
201800008970,Increasing,Not_Applicable,Vehicle,LeftBack,Straight
201800008974,Unknown,Not_Applicable,Pedestrian,Front,Straight
201800008975,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800008976,Increasing,Not_Applicable,Vehicle,Front,Turn
201800008976,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800008978,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008978,Decreasing,Not_Applicable,Vehicle,RightBack,StoppedOrParked
201800008979,Decreasing,Not_Applicable,Vehicle,RightFront,LaneChange
201800008979,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008980,Unknown,Not_Applicable,Vehicle,LeftFront,Unknown
201800008980,Unknown,Not_Applicable,Vehicle,RightSide,Straight
201800008981,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008981,Unknown,Not_Applicable,Vehicle,Back,Straight
201800008982,Increasing,Not_Applicable,Vehicle,Front,Unknown
201800008982,Increasing,Not_Applicable,Vehicle,RightFront,Turn
201800008983,Increasing,Not_Applicable,RailedVehicle,Front,Straight
201800008983,Increasing,Not_Applicable,Vehicle,LeftSide,Straight
201800008984,Increasing,Not_Applicable,Not_Applicable,LeftBack,Straight
201800008985,Decreasing,Not_Applicable,Vehicle,Front,ModerateRisk
201800008985,Increasing,StationaryVehicle,Vehicle,LeftSide,Straight
201800008988,Increasing,Not_Applicable,Vehicle,Front,Unknown
201800008988,Increasing,Not_Applicable,Vehicle,LeftBack,StoppedOrParked
201800008989,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008989,Decreasing,Not_Applicable,Vehicle,LeftBack,Turn
201800008991,Increasing,Not_Applicable,Vehicle,Front,Unknown
201800008991,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800008992,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008992,Increasing,StationaryVehicle,Not_Applicable,Back,Straight
201800008993,Increasing,Not_Applicable,Vehicle,RightFront,Unknown
201800008993,Increasing,Not_Applicable,Vehicle,Unknown,Unknown
201800008994,Increasing,Not_Applicable,Vehicle,Front,Straight
201800008994,Increasing,Not_Applicable,Vehicle,LeftBack,Straight
201800008995,Decreasing,Not_Applicable,Vehicle,RightBack,Turn
201800008995,Increasing,Not_Applicable,Vehicle,RightSide,Straight
201800008995,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008996,Increasing,StationaryVehicle,Vehicle,RightFront,Straight
201800008996,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800008997,Increasing,Not_Applicable,Vehicle,Front,Turn
201800008997,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800008998,Increasing,StationaryVehicle,Vehicle,LeftFront,Overtake
201800008998,Decreasing,Not_Applicable,Vehicle,RightSide,Unknown
201800008999,Unknown,Not_Applicable,Pedestrian,Front,Straight
201800009000,Increasing,Not_Applicable,Pedestrian,Front,Unknown
201800009001,Decreasing,Not_Applicable,Vehicle,Front,HighRisk
201800009001,Increasing,Not_Applicable,Vehicle,Front,Straight
201800009002,Decreasing,Not_Applicable,Vehicle,RightFront,SwerveTurn
201800009002,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800009003,Decreasing,Not_Applicable,Pedestrian,Unknown,Unknown
201800009005,Increasing,Not_Applicable,Vehicle,LeftSide,Turn
201800009005,Increasing,Not_Applicable,Vehicle,RightSide,Straight
201800009006,Increasing,Not_Applicable,Vehicle,RightSide,Turn
201800009006,Increasing,Not_Applicable,Vehicle,Front,Overtake
201800009008,Unknown,Not_Applicable,Vehicle,Front,SwerveTurn
201800009008,Unknown,Not_Applicable,Vehicle,Front,Straight
201800009009,Decreasing,Not_Applicable,Not_Applicable,Front,Straight
201800009010,Decreasing,Not_Applicable,Vehicle,RightSide,Straight
201800009010,Decreasing,Not_Applicable,Vehicle,Back,Turn
201800009012,Increasing,Not_Applicable,Pedestrian,LeftFront,Turn
201800009013,Decreasing,Not_Applicable,Vehicle,LeftFront,ModerateRisk
201800009013,Increasing,Not_Applicable,Vehicle,Front,Unknown
201800009014,Increasing,Not_Applicable,Vehicle,LeftFront,Turn
201800009014,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800009015,Decreasing,StationaryVehicle,Pedestrian,Front,StoppedOrParked
201800009016,Unknown,Not_Applicable,Vehicle,Front,Straight
201800009016,Unknown,Not_Applicable,Vehicle,LeftSide,Straight
201800009017,Increasing,Not_Applicable,Pedestrian,Unknown,Straight
201800009018,Increasing,Not_Applicable,Vehicle,Front,Straight
201800009018,Increasing,OtherInLane,Vehicle,Unknown,Straight
201800009019,Increasing,Not_Applicable,Pedestrian,Back,StoppedOrParked
201800009020,Increasing,Not_Applicable,Vehicle,RightSide,Turn
201800009020,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800009021,Unknown,Not_Applicable,Vehicle,Front,Straight
201800009021,Unknown,Not_Applicable,Vehicle,Back,LaneChange
201800009021,Unknown,Not_Applicable,Vehicle,Back,Straight
201800009022,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800009022,Decreasing,Not_Applicable,Vehicle,Back,Straight
201800009027,Increasing,StationaryVehicle,Not_Applicable,Front,SwerveTurn
201800009029,Increasing,Not_Applicable,Not_Applicable,Unknown,LaneChange
201800009029,Increasing,Parapet,Not_Applicable,RightSide,Straight
201800009030,Increasing,Not_Applicable,Pedestrian,Unknown,Straight
201800009033,Unknown,Not_Applicable,Vehicle,Front,Straight
201800009033,Unknown,Not_Applicable,Vehicle,Back,Straight
201800009035,Decreasing,Not_Applicable,Vehicle,LeftFront,StoppedOrParked
201800009035,Decreasing,Not_Applicable,Vehicle,RightFront,Straight
201800009037,Increasing,Not_Applicable,Vehicle,Front,Straight
201800009037,Increasing,Not_Applicable,Vehicle,Back,Straight
201800009040,Increasing,DitchTalusOrRockyWall,Not_Applicable,Front,SwerveTurn
201800009041,Increasing,Not_Applicable,Vehicle,LeftSide,Turn
201800009041,Increasing,Not_Applicable,Vehicle,Front,Straight
201800009042,Unknown,Not_Applicable,Pedestrian,Unknown,Unknown
201800009044,Increasing,OtherInLane,Not_Applicable,Unknown,Unknown
201800009044,Increasing,Not_Applicable,Vehicle,Unknown,Unknown
201800009045,Increasing,Not_Applicable,Vehicle,RightSide,Unknown
201800009045,Increasing,Not_Applicable,Vehicle,Front,Overtake
201800009046,Decreasing,Not_Applicable,Vehicle,LeftFront,Turn
201800009046,Increasing,Not_Applicable,Vehicle,Front,Straight
201800009047,Unknown,Not_Applicable,Vehicle,Unknown,SwerveTurn
201800009047,Unknown,Not_Applicable,Vehicle,LeftFront,Straight
201800009048,Increasing,Not_Applicable,Not_Applicable,Unknown,Straight
201800009049,Unknown,Not_Applicable,Not_Applicable,Unknown,Unknown
201800009051,Unknown,ConcreteBarrier,Not_Applicable,Front,ModerateRisk
201800009052,Unknown,Not_Applicable,Vehicle,Front,LaneChange
201800009052,Unknown,Not_Applicable,Vehicle,Front,Straight
201800009053,Increasing,Not_Applicable,Vehicle,Front,Straight
201800009053,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800009054,Unknown,Not_Applicable,Vehicle,Front,Straight
201800009054,Unknown,Not_Applicable,Vehicle,RightSide,Turn
201800009055,Increasing,Not_Applicable,Vehicle,RightFront,Turn
201800009055,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800009056,Increasing,StationaryVehicle,Pedestrian,Front,Unknown
201800009059,Unknown,Not_Applicable,Not_Applicable,Unknown,Unknown
201800009061,Increasing,Not_Applicable,Pedestrian,RightFront,Turn
201800009063,Increasing,Post,Not_Applicable,Front,LaneChange
201800009066,Increasing,Not_Applicable,Not_Applicable,Unknown,StoppedOrParked
201800009066,Decreasing,Not_Applicable,Vehicle,Unknown,Unknown
201800009067,Increasing,Not_Applicable,Vehicle,Unknown,Unknown
201800009068,Decreasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800009068,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800009071,Increasing,Not_Applicable,Vehicle,Front,Straight
201800009071,Increasing,Not_Applicable,Vehicle,Back,Straight
