AccidentId,Gravity,Light,InAgglomeration,IntersectionType,Weather,CollisionType,Month,DayOfWeek,HourOfDay,IsWeekend,IsNight
201800005892,NonLethal,Daylight,No,NoIntersection,Overcast,NoCollision,5,Sunday,17,True,False
201800046135,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,Other,10,Friday,22,False,False
201800033436,NonLethal,TwilightOrDawn,Yes,T-type,Normal,Other,8,Friday,6,False,True
201800027596,NonLethal,Daylight,Yes,NoIntersection,Normal,NoCollision,6,Wednesday,17,False,False
201800020653,NonLethal,Daylight,No,NoIntersection,Overcast,Other,1,Tuesday,12,False,False
201800048647,NonLethal,NightStreelightsOn,Yes,X-type,Normal,Other,10,Sunday,1,True,True
201800050787,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,7,Monday,7,False,False
201800010366,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,1,Friday,21,False,False
201800008049,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Behind,6,Friday,19,False,False
201800003701,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,3,Saturday,16,True,False
201800022183,NonLethal,Daylight,Yes,NoIntersection,Normal,NoCollision,1,Monday,13,False,False
201800042785,NonLethal,TwilightOrDawn,Yes,NoIntersection,Normal,2Vehicles-Side,9,Tuesday,20,False,False
201800025009,NonLethal,Daylight,No,NoIntersection,LightRain,Other,10,Thursday,17,False,False
201800053120,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,9,Monday,8,False,False
201800037424,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,5,Friday,19,False,False
201800032796,NonLethal,NightNoStreetLight,Yes,NoIntersection,LightRain,Other,8,Saturday,11,True,False
201800005832,NonLethal,TwilightOrDawn,Yes,NoIntersection,LightRain,Other,10,Wednesday,7,False,False
201800046231,NonLethal,NightNoStreetLight,No,NoIntersection,Overcast,3+Vehicles-Chain,11,Thursday,6,False,True
201800004043,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,11,Friday,8,False,False
201800048217,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,5,Wednesday,13,False,False
201800008542,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,2,Friday,15,False,False
201800018152,NonLethal,TwilightOrDawn,Yes,NoIntersection,Normal,Other,12,Thursday,8,False,False
201800021127,NonLethal,NightStreelightsOn,Yes,NoIntersection,HeavyRain,Other,12,Monday,17,False,False
201800048198,NonLethal,Daylight,Yes,Other,Normal,2Vehicles-Side,4,Wednesday,7,False,False
201800007604,Lethal,Daylight,No,NoIntersection,Normal,Other,4,Saturday,15,True,False
201800045245,NonLethal,Daylight,No,NoIntersection,Normal,Other,9,Tuesday,17,False,False
201800046378,NonLethal,Daylight,No,NoIntersection,LightRain,2Vehicles-Behind,1,Thursday,9,False,False
201800023141,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,2,Wednesday,18,False,False
201800011234,NonLethal,Daylight,No,Other,VeryGood,2Vehicles-Side,4,Thursday,15,False,False
201800037391,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,12,Saturday,20,True,False
201800036927,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,11,Wednesday,17,False,False
201800054977,NonLethal,Daylight,Yes,NoIntersection,Normal,3+Vehicles-Chain,4,Monday,9,False,False
201800017830,NonLethal,Daylight,No,Other,Normal,Other,6,Thursday,11,False,False
201800029090,NonLethal,NightStreelightsOn,Yes,NoIntersection,LightRain,Other,1,Thursday,7,False,False
201800016451,NonLethal,TwilightOrDawn,No,NoIntersection,Normal,Other,6,Saturday,21,True,False
201800052594,NonLethal,Daylight,Yes,T-type,Normal,Other,11,Wednesday,8,False,False
201800033998,NonLethal,TwilightOrDawn,Yes,X-type,Normal,2Vehicles-Side,6,Wednesday,5,False,True
201800035127,NonLethal,Daylight,Yes,Other,Normal,2Vehicles-Side,9,Monday,18,False,False
201800020538,Lethal,Daylight,No,NoIntersection,Normal,NoCollision,7,Tuesday,16,False,False
201800023011,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,2,Sunday,11,True,False
201800055722,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,2Vehicles-Side,12,Monday,18,False,False
201800021554,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,4,Saturday,16,True,False
201800035568,NonLethal,Daylight,Yes,Other,Normal,Other,2,Wednesday,19,False,False
201800033133,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,6,Friday,0,False,True
201800039553,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,3,Saturday,20,True,False
201800000741,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Side,8,Wednesday,13,False,False
201800028755,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,7,Saturday,9,True,False
201800036929,NonLethal,Daylight,No,NoIntersection,LightRain,Other,12,Friday,12,False,False
201800015928,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,6,Thursday,7,False,False
201800031360,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,11,Monday,10,False,False
201800016808,NonLethal,TwilightOrDawn,No,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,9,Saturday,8,True,False
201800003649,Lethal,Daylight,No,NoIntersection,Normal,Other,4,Monday,15,False,False
201800041630,NonLethal,NightStreelightsOn,Yes,X-type,LightRain,2Vehicles-Side,11,Tuesday,17,False,False
201800018524,Lethal,Daylight,No,NoIntersection,Normal,Other,10,Thursday,12,False,False
201800041739,Lethal,Daylight,Yes,Square,Normal,Other,10,Thursday,19,False,False
201800051589,NonLethal,NightStreelightsOn,Yes,T-type,Normal,2Vehicles-Side,10,Thursday,20,False,False
201800017790,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Side,1,Tuesday,15,False,False
201800025874,NonLethal,NightStreelightsOn,Yes,NoIntersection,LightRain,2Vehicles-Side,1,Saturday,17,True,False
201800030407,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Behind,7,Thursday,15,False,False
201800000066,NonLethal,NightStreelightsOn,No,NoIntersection,Normal,NoCollision,10,Tuesday,18,False,False
201800044184,NonLethal,Daylight,No,NoIntersection,Normal,Other,8,Saturday,18,True,False
201800004242,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,7,Friday,13,False,False
201800026635,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Side,4,Monday,19,False,False
201800049228,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Behind,4,Tuesday,13,False,False
201800026603,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,11,Tuesday,19,False,False
201800031535,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,7,Monday,12,False,False
201800016261,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,6,Wednesday,12,False,False
201800051115,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Behind,6,Thursday,17,False,False
201800015449,Lethal,NightNoStreetLight,No,X-type,Normal,Other,10,Friday,7,False,False
201800020600,NonLethal,Daylight,Yes,NoIntersection,Normal,3+Vehicles-Chain,6,Friday,15,False,False
201800000302,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,2,Saturday,18,True,False
201800042849,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,4,Friday,19,False,False
201800044970,NonLethal,Daylight,No,NoIntersection,HeavyRain,Other,12,Thursday,8,False,False
201800012621,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,Other,8,Sunday,19,True,False
201800030946,NonLethal,TwilightOrDawn,Yes,NoIntersection,Normal,2Vehicles-Side,11,Thursday,8,False,False
201800052818,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,9,Sunday,10,True,False
201800043427,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,4,Friday,13,False,False
201800028559,NonLethal,Daylight,Yes,NoIntersection,VeryGood,Other,10,Thursday,18,False,False
201800008407,NonLethal,Daylight,No,NoIntersection,HeavyRain,Other,1,Friday,14,False,False
201800034715,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,7,Friday,13,False,False
201800049147,Lethal,Daylight,Yes,NoIntersection,Normal,Other,6,Wednesday,14,False,False
201800054212,NonLethal,Daylight,Yes,X-type,Normal,NoCollision,9,Saturday,16,True,False
201800013517,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,7,Monday,11,False,False
201800046004,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Behind,7,Wednesday,12,False,False
201800009968,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,10,Tuesday,9,False,False
201800040496,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,12,Sunday,13,True,False
201800019723,NonLethal,Daylight,Yes,Roundabout,Normal,2Vehicles-Side,4,Monday,7,False,False
201800027957,NonLethal,Daylight,Yes,X-type,LightRain,2Vehicles-BehindVehicles-Frontal,3,Wednesday,12,False,False
201800032708,NonLethal,Daylight,No,NoIntersection,Normal,NoCollision,7,Friday,17,False,False
201800011190,NonLethal,Daylight,No,Other,Normal,2Vehicles-Side,9,Sunday,16,True,False
201800041292,NonLethal,Daylight,Yes,Roundabout,Normal,2Vehicles-Side,10,Tuesday,9,False,False
201800051347,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,5,Tuesday,14,False,False
201800002027,NonLethal,Daylight,No,NoIntersection,StrongWindOrStorm,Other,11,Thursday,13,False,False
201800002002,NonLethal,Daylight,Yes,Other,Normal,3+Vehicles-Multiple,3,Tuesday,14,False,False
201800039451,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,12,Thursday,22,False,False
201800023027,NonLethal,NightStreelightsOn,No,NoIntersection,Normal,2Vehicles-Side,11,Sunday,22,True,False
201800011562,NonLethal,Daylight,Yes,NoIntersection,Other,NoCollision,2,Tuesday,17,False,False
201800022207,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,8,Friday,11,False,False
201800019341,NonLethal,Daylight,No,NoIntersection,LightRain,Other,10,Tuesday,10,False,False
201800012872,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,10,Saturday,10,True,False
201800028173,NonLethal,NightStreelightsOn,Yes,T-type,LightRain,2Vehicles-Side,11,Wednesday,19,False,False
201800043234,NonLethal,Daylight,Yes,NoIntersection,Normal,3+Vehicles-Chain,6,Wednesday,10,False,False
201800043682,NonLethal,Daylight,No,T-type,Normal,2Vehicles-Side,6,Wednesday,18,False,False
201800021754,NonLethal,Daylight,No,NoIntersection,Normal,3+Vehicles-Chain,12,Monday,18,False,False
201800041382,NonLethal,NightStreelightsOn,No,Roundabout,LightRain,2Vehicles-Behind,1,Tuesday,19,False,False
201800001469,NonLethal,Daylight,Yes,NoIntersection,Normal,3+Vehicles-Multiple,11,Monday,16,False,False
201800010755,NonLethal,Daylight,No,NoIntersection,LightRain,Other,4,Tuesday,14,False,False
201800026033,NonLethal,Daylight,Yes,X-type,VeryGood,2Vehicles-Side,11,Friday,7,False,False
201800043865,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Behind,3,Wednesday,9,False,False
201800040390,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,12,Saturday,10,True,False
201800014036,NonLethal,Daylight,No,T-type,Normal,2Vehicles-BehindVehicles-Frontal,7,Monday,12,False,False
201800042880,NonLethal,Daylight,Yes,X-type,Normal,Other,6,Monday,8,False,False
201800003154,NonLethal,NightNoStreetLight,No,NoIntersection,LightRain,Other,1,Sunday,20,True,False
201800021305,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,10,Wednesday,16,False,False
201800053496,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,9,Saturday,8,True,False
201800035468,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,2,Monday,21,False,False
201800020319,Lethal,Daylight,No,NoIntersection,Normal,Other,5,Saturday,15,True,False
201800027830,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,12,Friday,11,False,False
201800035538,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,5,Tuesday,18,False,False
201800041315,NonLethal,Daylight,Yes,NoIntersection,LightRain,2Vehicles-BehindVehicles-Frontal,11,Sunday,16,True,False
201800006291,Lethal,Daylight,No,NoIntersection,Normal,3+Vehicles-Chain,2,Thursday,12,False,False
201800030232,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,9,Thursday,13,False,False
201800026130,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,7,Sunday,11,True,False
201800009760,NonLethal,Daylight,Yes,Other,Normal,Other,9,Friday,16,False,False
201800051284,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,12,Tuesday,8,False,False
201800003887,Lethal,Daylight,No,NoIntersection,LightRain,Other,1,Thursday,15,False,False
201800052799,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,8,Monday,15,False,False
201800011241,NonLethal,Daylight,No,NoIntersection,Normal,NoCollision,8,Thursday,17,False,False
201800011687,NonLethal,NightNoStreetLight,No,Roundabout,LightRain,Other,5,Sunday,2,True,True
201800025995,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,4,Thursday,15,False,False
201800020205,NonLethal,Daylight,Yes,Other,Normal,2Vehicles-Behind,1,Wednesday,12,False,False
201800038117,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,6,Saturday,20,True,False
201800009624,NonLethal,Daylight,Yes,NoIntersection,Normal,3+Vehicles-Multiple,8,Friday,14,False,False
201800012568,NonLethal,TwilightOrDawn,No,NoIntersection,HeavyRain,Other,11,Friday,19,False,False
201800008242,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,3,Saturday,13,True,False
201800030249,NonLethal,Daylight,Yes,Other,Normal,Other,9,Tuesday,11,False,False
201800009676,NonLethal,NightStreelightsOn,Yes,T-type,Normal,Other,8,Thursday,23,False,False
201800016800,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,5,Friday,8,False,False
201800007925,NonLethal,Daylight,No,NoIntersection,Normal,3+Vehicles-Chain,2,Tuesday,14,False,False
201800002751,NonLethal,NightNoStreetLight,No,NoIntersection,LightRain,NoCollision,1,Sunday,18,True,False
201800045411,NonLethal,Daylight,No,NoIntersection,Normal,3+Vehicles-Chain,11,Saturday,13,True,False
201800040447,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,10,Friday,16,False,False
201800010708,NonLethal,NightNoStreetLight,No,NoIntersection,Other,Other,3,Thursday,5,False,True
201800031673,NonLethal,NightStreelightsOn,Yes,NoIntersection,Overcast,Other,6,Sunday,19,True,False
201800020045,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,3,Saturday,18,True,False
201800016203,NonLethal,NightNoStreetLight,No,NoIntersection,HeavyRain,2Vehicles-Side,1,Monday,0,False,True
201800047459,NonLethal,NightStreelightsOn,Yes,X-type,Normal,Other,4,Thursday,0,False,True
201800054670,NonLethal,Daylight,Yes,X-type,Normal,Other,2,Monday,17,False,False
201800015748,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,9,Monday,18,False,False
201800045679,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,NoCollision,1,Friday,18,False,False
201800036854,NonLethal,Daylight,Yes,Roundabout,Normal,NoCollision,8,Friday,16,False,False
201800020216,NonLethal,Daylight,No,NoIntersection,Normal,NoCollision,5,Saturday,12,True,False
201800045185,NonLethal,Daylight,No,NoIntersection,Normal,3+Vehicles-Chain,9,Sunday,17,True,False
201800045962,NonLethal,Daylight,No,NoIntersection,Normal,Other,6,Saturday,18,True,False
201800006606,Lethal,NightNoStreetLight,No,NoIntersection,Normal,2Vehicles-Behind,11,Friday,18,False,False
201800038675,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Side,3,Tuesday,9,False,False
201800045147,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,Other,8,Tuesday,3,False,True
201800027786,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,10,Friday,10,False,False
201800013070,NonLethal,TwilightOrDawn,No,NoIntersection,LightRain,2Vehicles-Behind,10,Wednesday,16,False,False
201800054197,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,9,Tuesday,19,False,False
201800045691,NonLethal,Daylight,No,NoIntersection,Normal,3+Vehicles-Chain,2,Friday,13,False,False
201800023717,NonLethal,TwilightOrDawn,Yes,NoIntersection,Normal,2Vehicles-Side,8,Monday,19,False,False
201800020065,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,6,Friday,10,False,False
201800035821,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,12,Saturday,13,True,False
201800038834,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,7,Wednesday,16,False,False
201800026389,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Behind,6,Friday,8,False,False
201800005947,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,8,Wednesday,14,False,False
201800007700,NonLethal,NightNoStreetLight,Yes,NoIntersection,Normal,NoCollision,12,Saturday,5,True,True
201800048817,NonLethal,NightStreelightsOff,No,NoIntersection,HeavyRain,Other,2,Saturday,21,True,False
201800036848,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,2,Thursday,7,False,False
201800003935,NonLethal,NightStreelightsOn,No,NoIntersection,Normal,Other,10,Friday,19,False,False
201800030651,NonLethal,Daylight,Yes,NoIntersection,LightRain,Other,4,Monday,10,False,False
201800049974,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Behind,8,Tuesday,9,False,False
201800002519,NonLethal,NightStreelightsOn,Yes,T-type,LightRain,Other,1,Thursday,17,False,False
201800022185,Lethal,NightStreelightsOn,Yes,T-type,Normal,NoCollision,2,Wednesday,3,False,True
201800016200,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,10,Tuesday,8,False,False
201800001808,NonLethal,Daylight,No,NoIntersection,Normal,NoCollision,4,Sunday,16,True,False
201800012124,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,9,Sunday,3,True,True
201800050584,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,7,Monday,17,False,False
201800013784,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,2Vehicles-Side,12,Saturday,23,True,False
201800010033,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,Other,11,Sunday,19,True,False
201800050666,NonLethal,Daylight,Yes,Square,LightRain,Other,3,Thursday,15,False,False
201800003855,Lethal,NightStreelightsOff,No,NoIntersection,HeavyRain,NoCollision,10,Wednesday,22,False,False
201800011514,NonLethal,Daylight,No,NoIntersection,Normal,Other,4,Saturday,15,True,False
201800054085,NonLethal,NightStreelightsOn,Yes,X-type,Normal,2Vehicles-Behind,1,Friday,23,False,False
201800026447,NonLethal,Daylight,Yes,NoIntersection,Normal,3+Vehicles-Chain,10,Monday,15,False,False
201800032186,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Side,1,Sunday,18,True,False
201800025447,NonLethal,NightNoStreetLight,Yes,T-type,Normal,2Vehicles-Side,8,Saturday,1,True,True
201800051582,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,6,Sunday,16,True,False
201800024672,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Behind,2,Thursday,14,False,False
201800035550,NonLethal,Daylight,Yes,T-type,Overcast,2Vehicles-Side,6,Thursday,18,False,False
201800017201,NonLethal,Daylight,Yes,X-type,Normal,Other,12,Wednesday,11,False,False
201800016151,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Side,1,Saturday,15,True,False
201800025568,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,10,Monday,21,False,False
201800057159,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,7,Monday,9,False,False
201800027262,NonLethal,TwilightOrDawn,Yes,Other,Normal,Other,4,Sunday,6,True,True
201800034247,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,9,Tuesday,17,False,False
201800011955,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,9,Monday,7,False,False
201800036233,NonLethal,Daylight,No,NoIntersection,Normal,3+Vehicles-Multiple,11,Thursday,10,False,False
201800056529,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,8,Thursday,7,False,False
201800004062,Lethal,Daylight,No,NoIntersection,Normal,NoCollision,7,Sunday,19,True,False
201800015935,NonLethal,Daylight,No,NoIntersection,Normal,NoCollision,9,Saturday,14,True,False
201800024125,NonLethal,Daylight,Yes,T-type,Normal,Other,10,Monday,12,False,False
201800042125,NonLethal,TwilightOrDawn,Yes,NoIntersection,Normal,Other,1,Friday,7,False,False
201800006880,Lethal,Daylight,No,NoIntersection,Normal,Other,10,Monday,9,False,False
201800037362,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,6,Wednesday,11,False,False
201800013098,NonLethal,TwilightOrDawn,No,NoIntersection,Normal,NoCollision,7,Saturday,20,True,False
201800050765,NonLethal,Daylight,Yes,T-type,Normal,Other,3,Monday,13,False,False
201800049503,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,2Vehicles-Side,12,Saturday,17,True,False
201800036876,NonLethal,Daylight,Yes,Roundabout,Normal,Other,10,Saturday,18,True,False
201800020823,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,1,Monday,11,False,False
201800003490,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Side,5,Friday,15,False,False
201800010617,NonLethal,Daylight,No,NoIntersection,Normal,NoCollision,7,Monday,18,False,False
201800016489,Lethal,NightNoStreetLight,No,NoIntersection,Normal,3+Vehicles-Chain,6,Saturday,1,True,True
201800005812,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,10,Tuesday,10,False,False
201800045519,NonLethal,NightStreelightsOff,No,NoIntersection,LightRain,3+Vehicles-Chain,12,Saturday,20,True,False
201800041293,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,3+Vehicles-Chain,10,Thursday,22,False,False
201800001013,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,3,Saturday,10,True,False
201800027597,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,6,Saturday,19,True,False
201800031752,NonLethal,Daylight,Yes,T-type,Normal,Other,5,Friday,15,False,False
201800007991,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,Other,5,Thursday,0,False,True
201800041195,NonLethal,NightStreelightsOn,Yes,Roundabout,LightRain,Other,3,Friday,23,False,False
201800018744,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-BehindVehicles-Frontal,9,Sunday,12,True,False
201800033432,NonLethal,TwilightOrDawn,Yes,NoIntersection,Normal,2Vehicles-Behind,2,Saturday,18,True,False
201800004941,NonLethal,Daylight,No,NoIntersection,VeryGood,Other,6,Friday,17,False,False
201800054658,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Behind,1,Tuesday,8,False,False
201800004589,Lethal,TwilightOrDawn,No,NoIntersection,Normal,Other,5,Thursday,19,False,False
201800007102,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,NoCollision,8,Friday,20,False,False
201800001420,NonLethal,Daylight,No,X-type,Normal,2Vehicles-Behind,6,Wednesday,15,False,False
201800009203,NonLethal,Daylight,Yes,NoIntersection,Normal,3+Vehicles-Chain,6,Wednesday,10,False,False
201800032341,NonLethal,Daylight,Yes,NoIntersection,LightRain,Other,1,Tuesday,11,False,False
201800008899,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Side,4,Tuesday,7,False,False
201800039509,NonLethal,Daylight,Yes,T-type,Normal,Other,8,Tuesday,14,False,False
201800052197,NonLethal,Daylight,Yes,MoreThan4Branches,Normal,2Vehicles-Side,5,Thursday,10,False,False
201800045597,NonLethal,Daylight,No,NoIntersection,LightRain,Other,12,Sunday,11,True,False
201800007108,NonLethal,NightStreelightsOn,Yes,X-type,Normal,2Vehicles-Side,10,Sunday,22,True,False
201800036405,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,2,Saturday,15,True,False
201800023051,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,4,Monday,10,False,False
201800008204,NonLethal,Daylight,No,NoIntersection,Normal,Other,1,Friday,11,False,False
201800050323,NonLethal,Daylight,Yes,X-type,Normal,Other,9,Saturday,13,True,False
201800019215,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,2Vehicles-Behind,4,Sunday,1,True,True
201800007462,NonLethal,Daylight,Yes,NoIntersection,Overcast,3+Vehicles-Chain,11,Tuesday,8,False,False
201800037762,NonLethal,Daylight,Yes,T-type,Normal,Other,2,Thursday,9,False,False
201800054309,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,1,Thursday,8,False,False
201800050140,NonLethal,NightNoStreetLight,No,NoIntersection,LightRain,2Vehicles-Side,11,Friday,17,False,False
201800009244,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,6,Wednesday,16,False,False
201800055822,Lethal,NightStreelightsOn,Yes,NoIntersection,Normal,3+Vehicles-Multiple,2,Monday,21,False,False
201800012407,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,2Vehicles-Behind,11,Tuesday,20,False,False
201800023449,NonLethal,TwilightOrDawn,Yes,NoIntersection,LightRain,2Vehicles-Side,2,Monday,7,False,False
201800053734,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,NoCollision,3,Wednesday,23,False,False
201800049452,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Behind,4,Tuesday,17,False,False
201800005736,NonLethal,NightStreelightsOn,Yes,X-type,Normal,2Vehicles-Side,7,Sunday,3,True,True
201800020225,NonLethal,Daylight,No,NoIntersection,Normal,Other,6,Sunday,14,True,False
201800000977,Lethal,TwilightOrDawn,Yes,Roundabout,Normal,Other,6,Tuesday,18,False,False
201800040715,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,10,Saturday,17,True,False
201800034960,NonLethal,Daylight,Yes,NoIntersection,LightRain,2Vehicles-Side,1,Friday,8,False,False
201800003845,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,6,Tuesday,22,False,False
201800010104,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,11,Thursday,12,False,False
201800025091,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,2Vehicles-Side,12,Sunday,0,True,True
201800025911,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,8,Thursday,18,False,False
201800009287,NonLethal,NightStreelightsOn,Yes,X-type,Normal,2Vehicles-Side,3,Wednesday,22,False,False
201800057133,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Side,12,Friday,16,False,False
201800049647,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Side,1,Tuesday,17,False,False
201800011620,NonLethal,NightStreelightsOn,Yes,NoIntersection,LightRain,Other,3,Thursday,23,False,False
201800014994,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,4,Friday,23,False,False
201800005727,NonLethal,NightStreelightsOn,Yes,Other,Normal,Other,7,Sunday,20,True,False
201800024641,NonLethal,Daylight,Yes,NoIntersection,VeryGood,NoCollision,8,Thursday,11,False,False
201800019567,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,6,Thursday,14,False,False
