AccidentId,VehicleId,Seat,Category,Gender,TripReason,SafetyDevice,SafetyDeviceUsed,PedestrianLocation,PedestrianAction,PedestrianCompany,BirthYear,is_pedestrian,target_group_size,RoadUserType,Age,Age_missing_flag,AgeGroup
201800002608,A01,1.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1951.0,0,,Driver,67,0,le_70
201800002610,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1978.0,0,,Driver,40,0,le_40
201800002612,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Missing,Not_Applicable,Not_Applicable,Unknown,1927.0,0,,Driver,91,0,70+
201800002613,A01,1.0,PassengerCar,Male,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1976.0,0,,Driver,42,0,le_50
201800002613,B01,1.0,PassengerCar,Female,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1970.0,0,,Driver,48,0,le_50
201800002613,B01,2.0,PassengerCar,Female,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,2002.0,0,,Passenger,16,0,le_20
201800002613,B01,9.0,PassengerCar,Female,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1999.0,0,,Passenger,19,0,le_20
201800002614,A01,1.0,TwoWheeler,Male,Unknown,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1960.0,0,,Driver,58,0,le_60
201800002614,B01,1.0,PassengerCar,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1933.0,0,,Driver,85,0,70+
201800002615,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1999.0,0,,Driver,19,0,le_20
201800002615,A01,2.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1925.0,0,,Passenger,93,0,70+
201800002616,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1934.0,0,,Driver,84,0,70+
201800002616,A01,2.0,PassengerCar,Female,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1991.0,0,,Passenger,27,0,le_30
201800002616,A01,7.0,PassengerCar,Female,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1992.0,0,,Passenger,26,0,le_30
201800002616,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1927.0,0,,Driver,91,0,70+
201800002619,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1983.0,0,,Driver,35,0,le_40
201800002620,A01,1.0,PassengerCar,Male,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1938.0,0,,Driver,80,0,70+
201800002620,A01,2.0,PassengerCar,Female,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1987.0,0,,Passenger,31,0,le_40
201800002620,A01,3.0,PassengerCar,Female,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1989.0,0,,Passenger,29,0,le_30
201800002621,A01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1925.0,0,,Driver,93,0,70+
201800002621,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1967.0,0,,Driver,51,0,le_60
201800002622,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1929.0,0,,Driver,89,0,70+
201800002622,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1952.0,0,,Driver,66,0,le_70
201800002623,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1939.0,0,,Driver,79,0,70+
201800002623,A01,2.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1981.0,0,,Passenger,37,0,le_40
201800002624,A01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1999.0,0,,Driver,19,0,le_20
201800002624,B01,1.0,PassengerCar,Male,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1956.0,0,,Driver,62,0,le_70
201800002624,B01,2.0,PassengerCar,Female,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1966.0,0,,Passenger,52,0,le_60
201800002625,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1953.0,0,,Driver,65,0,le_70
201800002625,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1966.0,0,,Driver,52,0,le_60
201800002626,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,2003.0,0,,Driver,15,0,le_20
201800002626,A01,2.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,2003.0,0,,Passenger,15,0,le_20
201800002626,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,2003.0,0,,Driver,15,0,le_20
201800002627,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1976.0,0,,Driver,42,0,le_50
201800002627,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1921.0,0,,Driver,97,0,70+
201800002628,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1961.0,0,,Driver,57,0,le_60
201800002628,A01,2.0,PassengerCar,Female,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1966.0,0,,Passenger,52,0,le_60
201800002630,A01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1994.0,0,,Driver,24,0,le_30
201800002630,A01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1978.0,0,,Passenger,40,0,le_40
201800002630,A01,7.0,PassengerCar,Female,Leisure,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1996.0,0,,Passenger,22,0,le_30
201800002630,A01,9.0,PassengerCar,Male,Leisure,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1995.0,0,,Passenger,23,0,le_30
201800002632,A01,1.0,PassengerCar,Male,Other,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1937.0,0,,Driver,81,0,70+
201800002633,A01,1.0,Bicycle,Male,Leisure,Helmet,No,Not_Applicable,Not_Applicable,Unknown,1920.0,0,,Driver,98,0,70+
201800002633,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1978.0,0,,Driver,40,0,le_40
201800002634,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1953.0,0,,Driver,65,0,le_70
201800002634,A01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1981.0,0,,Passenger,37,0,le_40
201800002634,A01,3.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1973.0,0,,Passenger,45,0,le_50
201800002634,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1963.0,0,,Driver,55,0,le_60
201800002634,B01,2.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1963.0,0,,Passenger,55,0,le_60
201800002635,A01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1981.0,0,,Driver,37,0,le_40
201800002635,A01,,PassengerCar,Male,Professional,Other,Yes,OnServiceRoad,MovingWithVehicle,Alone,1988.0,1,,Pedestrian,30,0,le_30
201800002636,A01,1.0,PassengerCar,Female,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1933.0,0,,Driver,85,0,70+
201800002636,B01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1950.0,0,,Driver,68,0,le_70
201800002638,A01,1.0,PassengerCar,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1989.0,0,,Driver,29,0,le_30
201800002639,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1996.0,0,,Driver,22,0,le_30
201800002639,A01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,2000.0,0,,Passenger,18,0,le_20
201800002640,A01,1.0,PassengerCar,Male,Unknown,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1977.0,0,,Driver,41,0,le_50
201800002640,A01,2.0,PassengerCar,Female,Unknown,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1948.0,0,,Passenger,70,0,le_70
201800002640,A01,9.0,PassengerCar,Female,Unknown,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,2015.0,0,,Passenger,3,0,le_10
201800002641,A01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1946.0,0,,Driver,72,0,70+
201800002642,A01,1.0,PassengerCar,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1963.0,0,,Driver,55,0,le_60
201800002642,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1964.0,0,,Driver,54,0,le_60
201800002643,A01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1992.0,0,,Driver,26,0,le_30
201800002643,A01,2.0,HeavyVehicle,Male,Professional,SeatBelt,No,Not_Applicable,Not_Applicable,Unknown,1993.0,0,,Passenger,25,0,le_30
201800002643,B01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1961.0,0,,Driver,57,0,le_60
201800002643,B01,2.0,HeavyVehicle,Female,Professional,SeatBelt,No,Not_Applicable,Not_Applicable,Unknown,1969.0,0,,Passenger,49,0,le_50
201800002644,A01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1960.0,0,,Driver,58,0,le_60
201800002644,A01,,HeavyVehicle,Female,Shopping,Helmet,Missing,OnLane<=OnSidewalk0mCrossing,Crossing,WithSomebody,1945.0,1,,Pedestrian,73,0,70+
201800002644,A01,,HeavyVehicle,Female,Shopping,Helmet,Missing,OnLane<=OnSidewalk0mCrossing,Crossing,WithSomebody,1971.0,1,,Pedestrian,47,0,le_50
201800002646,A01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1992.0,0,,Driver,26,0,le_30
201800002646,B01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1949.0,0,,Driver,69,0,le_70
201800002647,A01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1994.0,0,,Driver,24,0,le_30
201800002647,A01,7.0,PassengerCar,Male,Leisure,Other,Yes,Not_Applicable,Not_Applicable,Unknown,2017.0,0,,Passenger,1,0,le_10
201800002647,A01,8.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,2009.0,0,,Passenger,9,0,le_10
201800002647,A01,9.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,2015.0,0,,Passenger,3,0,le_10
201800002648,A01,1.0,PassengerCar,Male,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1954.0,0,,Driver,64,0,le_70
201800002648,B01,1.0,PassengerCar,Male,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,,0,,Driver,Unknown,1,Unknown
201800002648,B01,2.0,PassengerCar,Female,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1975.0,0,,Passenger,43,0,le_50
201800002648,B01,9.0,PassengerCar,Male,Other,ChildrenDevice,Yes,Not_Applicable,Not_Applicable,Unknown,2009.0,0,,Passenger,9,0,le_10
201800002648,C01,1.0,PassengerCar,Male,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1947.0,0,,Driver,71,0,70+
201800002650,A01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1994.0,0,,Driver,24,0,le_30
201800002650,B01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1990.0,0,,Driver,28,0,le_30
201800002651,A01,1.0,PassengerCar,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1950.0,0,,Driver,68,0,le_70
201800002651,B01,1.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1938.0,0,,Driver,80,0,70+
201800002652,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1998.0,0,,Driver,20,0,le_20
201800002653,A01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1982.0,0,,Driver,36,0,le_40
201800002654,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,2000.0,0,,Driver,18,0,le_20
201800002654,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1987.0,0,,Driver,31,0,le_40
201800002654,B01,7.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,2011.0,0,,Passenger,7,0,le_10
201800002654,B01,9.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,2009.0,0,,Passenger,9,0,le_10
201800002655,A01,1.0,PassengerCar,Female,Home-School,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1924.0,0,,Driver,94,0,70+
201800002657,A01,1.0,FourWheelMotorcycle,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1989.0,0,,Driver,29,0,le_30
201800002658,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1983.0,0,,Driver,35,0,le_40
201800002658,B01,1.0,PassengerCar,Male,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1969.0,0,,Driver,49,0,le_50
201800002659,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1980.0,0,,Driver,38,0,le_40
201800002659,B01,1.0,FourWheelMotorcycle,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1960.0,0,,Driver,58,0,le_60
201800002660,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1975.0,0,,Driver,43,0,le_50
201800002662,A01,1.0,PassengerCar,Female,Unknown,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1997.0,0,,Driver,21,0,le_30
201800002662,B01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1938.0,0,,Driver,80,0,70+
201800002664,A01,1.0,PassengerCar,Female,Unknown,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1958.0,0,,Driver,60,0,le_60
201800002664,A01,,PassengerCar,Female,Leisure,Helmet,Missing,OnCrossingWithLigths,Crossing,Alone,1962.0,1,,Pedestrian,56,0,le_60
201800002665,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1968.0,0,,Driver,50,0,le_50
201800002665,B01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1958.0,0,,Driver,60,0,le_60
201800002666,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1937.0,0,,Driver,81,0,70+
201800002666,A01,2.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,,0,,Passenger,Unknown,1,Unknown
201800002666,B01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1960.0,0,,Driver,58,0,le_60
201800002666,B01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1982.0,0,,Passenger,36,0,le_40
201800002668,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1950.0,0,,Driver,68,0,le_70
201800002668,A01,2.0,TwoWheeler,Female,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1977.0,0,,Passenger,41,0,le_50
201800002670,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1977.0,0,,Driver,41,0,le_50
201800002671,A01,1.0,TwoWheeler,Female,Home-Work,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,2001.0,0,,Driver,17,0,le_20
201800002672,A01,1.0,Bicycle,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1940.0,0,,Driver,78,0,70+
201800002676,A01,1.0,TwoWheeler,Male,Home-Work,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1921.0,0,,Driver,97,0,70+
201800002677,A01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1948.0,0,,Driver,70,0,le_70
201800002678,A01,1.0,PassengerCar,Female,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1990.0,0,,Driver,28,0,le_30
201800002679,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1987.0,0,,Driver,31,0,le_40
201800002681,A01,1.0,TwoWheeler,Female,Other,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1922.0,0,,Driver,96,0,70+
201800002682,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1996.0,0,,Driver,22,0,le_30
201800002682,A01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1996.0,0,,Passenger,22,0,le_30
201800002682,A01,9.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1996.0,0,,Passenger,22,0,le_30
201800002682,B01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1964.0,0,,Driver,54,0,le_60
201800002683,A01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1974.0,0,,Driver,44,0,le_50
201800002683,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1994.0,0,,Driver,24,0,le_30
201800002684,A01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1987.0,0,,Driver,31,0,le_40
201800002684,B01,1.0,PassengerCar,Female,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1940.0,0,,Driver,78,0,70+
201800002684,B01,2.0,PassengerCar,Male,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1936.0,0,,Passenger,82,0,70+
201800002684,B01,9.0,PassengerCar,Female,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,2008.0,0,,Passenger,10,0,le_10
201800002685,A01,1.0,PassengerCar,Male,Other,Other,Yes,Not_Applicable,Not_Applicable,Unknown,1964.0,0,,Driver,54,0,le_60
201800002685,B01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1987.0,0,,Driver,31,0,le_40
201800002687,A01,1.0,PassengerCar,Female,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1936.0,0,,Driver,82,0,70+
201800002687,B01,1.0,PassengerCar,Male,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1941.0,0,,Driver,77,0,70+
201800002689,A01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1950.0,0,,Driver,68,0,le_70
201800002689,A01,4.0,PassengerCar,Female,Leisure,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1988.0,0,,Passenger,30,0,le_30
201800002689,B01,1.0,PassengerCar,Female,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1977.0,0,,Driver,41,0,le_50
201800002690,A01,1.0,PassengerCar,Female,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1958.0,0,,Driver,60,0,le_60
201800002690,A01,,PassengerCar,Male,Shopping,Missing,Missing,OnLane<=OnSidewalk0mCrossing,Crossing,WithSomebody,1952.0,1,,Pedestrian,66,0,le_70
201800002690,A01,,PassengerCar,Female,Shopping,Missing,Missing,OnLane<=OnSidewalk0mCrossing,Crossing,WithSomebody,1984.0,1,,Pedestrian,34,0,le_40
201800002690,A01,,PassengerCar,Female,Leisure,Missing,Missing,OnLane<=OnSidewalk0mCrossing,Crossing,WithSomebody,2013.0,1,,Pedestrian,5,0,le_10
201800002691,A01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1940.0,0,,Driver,78,0,70+
201800002692,A01,1.0,TwoWheeler,Male,Home-School,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,2003.0,0,,Driver,15,0,le_20
201800002692,A01,,TwoWheeler,Male,Home-School,ChildrenDevice,Missing,OnLane>OnSidewalk0mCrossing,Not_Applicable,Alone,1919.0,1,,Pedestrian,99,0,70+
201800002693,A01,1.0,PassengerCar,Male,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1937.0,0,,Driver,81,0,70+
201800002693,B01,1.0,TwoWheeler,Male,Unknown,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1965.0,0,,Driver,53,0,le_60
201800002694,A01,1.0,PassengerCar,Female,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1933.0,0,,Driver,85,0,70+
201800002694,A01,,PassengerCar,Male,Shopping,ChildrenDevice,Missing,Not_Applicable,Crossing,Alone,1944.0,1,,Pedestrian,74,0,70+
201800002695,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1950.0,0,,Driver,68,0,le_70
201800002695,B01,1.0,PassengerCar,Female,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1976.0,0,,Driver,42,0,le_50
201800002697,A01,1.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1933.0,0,,Driver,85,0,70+
201800002700,A01,1.0,PassengerCar,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1981.0,0,,Driver,37,0,le_40
201800002700,B01,1.0,TwoWheeler,Male,Home-Work,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,2001.0,0,,Driver,17,0,le_20
201800002701,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,2001.0,0,,Driver,17,0,le_20
201800002701,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,,0,,Driver,Unknown,1,Unknown
201800002702,A01,1.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1956.0,0,,Driver,62,0,le_70
201800002702,A01,,PassengerCar,Female,Unknown,ChildrenDevice,Missing,OnCrossingWithLigths,Crossing,Alone,1953.0,1,,Pedestrian,65,0,le_70
201800002704,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Unknown,Not_Applicable,Not_Applicable,Unknown,1994.0,0,,Driver,24,0,le_30
201800002705,A01,1.0,PassengerCar,Female,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1927.0,0,,Driver,91,0,70+
201800002705,B01,1.0,TwoWheeler,Male,Unknown,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1958.0,0,,Driver,60,0,le_60
201800002708,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1987.0,0,,Driver,31,0,le_40
201800002708,B01,1.0,PassengerCar,Male,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1938.0,0,,Driver,80,0,70+
201800002709,A01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1967.0,0,,Driver,51,0,le_60
201800002709,A01,,PassengerCar,Female,Unknown,ChildrenDevice,Missing,OnCrossingWithLigths,Crossing,Alone,1927.0,1,,Pedestrian,91,0,70+
201800002710,A01,1.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1978.0,0,,Driver,40,0,le_40
201800002710,A01,,PassengerCar,Female,Unknown,ChildrenDevice,Missing,OnSidewalk,MovingWithVehicle,Alone,1936.0,1,,Pedestrian,82,0,70+
201800002713,A01,1.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1954.0,0,,Driver,64,0,le_70
201800002713,A01,2.0,PassengerCar,Female,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1987.0,0,,Passenger,31,0,le_40
201800002713,B01,1.0,PassengerCar,Female,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1971.0,0,,Driver,47,0,le_50
201800002713,B01,2.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1959.0,0,,Passenger,59,0,le_60
201800002715,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1980.0,0,,Driver,38,0,le_40
201800002715,B01,1.0,PassengerCar,Female,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1959.0,0,,Driver,59,0,le_60
201800002717,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1982.0,0,,Driver,36,0,le_40
201800002717,A01,,PassengerCar,Female,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1949.0,0,1.0,Passenger,69,0,le_70
201800002719,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1999.0,0,,Driver,19,0,le_20
201800002719,A01,2.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1925.0,0,,Passenger,93,0,70+
201800002719,B01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1995.0,0,,Driver,23,0,le_30
201800002720,A01,1.0,PassengerCar,Female,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1995.0,0,,Driver,23,0,le_30
